id,价格,评价,评价日期,票务类型,评论,
meng15137329516,425,4,2021.09.11,华山风景名胜区（徒步登山）门票成人票,旅游实施齐全，道路标识比较完善，山上住宿条件得到一定改善，但是住店费用和设施还有改善空间，索道交通车服务都很好！,
PIZ974835973,425,4,2021.10.02,华山风景名胜区票+北峰摆渡车票（上行）+关帝庙景区票成人票,这个很爽很快乐，不错的能看到巍峨的华山之巅。超爽！,
chengxhinghoo,425,3,2021.10.03,渭南旅游套票华山风景名胜区门票+关帝庙套票成人票,值得去爬。就是山上有点冷。听说夜爬更带劲。,
zIs651099121,425,4,2021.08.29,(地推）华山风景名胜区票+西峰摆渡车票（上行）+关帝庙景区票成人票,景色很美，安全舒适，,
匿名用户,425,5,2021.07.26,华山风景名胜区（徒步登山）门票成人票,「华山南峰」「华山东峰」「华山中峰」「千尺幢」「天下第一洞房」「百尺峡」「卧牛石」,
匿名用户,425,3,2021.08.25,华山风景名胜区北峰往返索道票,景区风景没得说，说一下景区内的云台山庄纪念亭，泡一碗自带方便面要8元，钱多钱少不说态度差的就像不给她钱一样，本来景区挺不错，被她弄的很扫兴。希望景区对个别商家能严格要求，毕竟也是景区的一种体验,
匿名用户,425,5,2021.08.15,华山风景名胜区（徒步登山）门票成人票,华山之行，锻炼人的意志，体验不同的风景！,
jPF780314367,425,3,2021.10.02,(地推）华山风景名胜区票+西峰摆渡车票（上行）+关帝庙景区票成人票, ,
pzQ638729567,425,1,2021.09.09,华山风景名胜区（徒步登山）门票成人票,为何西峰索道处景区公交车、不卖玉泉院的车票、非要给拉到游客中心，还说什么免费转乘玉泉院，最关键从游客中心走出来、好远、好累,
熊7宝,425,4,2021.09.28,华山风景名胜区西峰单程索道票学生票,排队人很多，而且有极个别没有素质的拍一个人最后一堆人插队，其他还好！,
钰帝i,425,5,2021.06.07,华山风景名胜区西峰索道单程票,华山是中华民族文化的发祥地之一，据清代著名学者章太炎先生考证，“中华”、“华夏” 皆因华山而得名。《尚书》里就有有关华山的记载；《史记》中也有黄帝、尧、舜华山巡游的事迹；秦始皇、汉武帝、武则天、唐玄宗等十数位帝王也曾到华山进行过大规模祭祀活动。华山还是道教胜地，为“第四洞天”，有陈抟、郝大通、贺元希最为著名的道教高人。山上现存七十二个半悬空洞，道观 20 余座，其中玉泉院、东道院、镇岳宫被列为全国重点道教宫观。,
陈小白格格,425,5,2021.07.04,华山风景名胜区票+北峰摆渡车票（上行）+关帝庙景区票成人票, ,
第几只鬼呀L,425,5,2021.08.12,华山风景名胜区（徒步登山）门票成人票,远远的就看到了华山 对华山更加的期待了  不枉我爬了那么久 看到了第二天的大太阳～ 天气超好 我也超幸运,
S.LUIE,425,5,2021.06.30,华山景区往返直通车不限人群票（周内）,一天的华山旅行真的太值了，幸亏结束之后才下雨，不然山上很难上山了！从西安市里出发到华山的来回，59真的巨巨巨划算，选择的西上西下的路线，在车上导游把各种往返票全部解决，价钱跟美团一样有优惠，80的门票，184的缆车，30的滑车（滑车下山的时候坐很爽），下午回来遇到下雨，车辆延迟，导游一直很负责把我们送回西安，超赞！,
chengxhinghoo,425,3,2021.10.03,华山风景名胜区西峰票+北峰票 - 往返索道票+车票（西上北下）,还不错。华山值得一去。下次还去。,
TL梁,425,5,2021.10.04,华山景区往返直通车不限人群票（周末）,不错，很好,
w小南瓜瓜w,425,4,2021.09.21,华山风景名胜区票+西峰摆渡车票（上行）+关帝庙景区票成人票,一个字，累死了。但是也很值得。华山的险确实很险，长空栈道，把我吓哭了，哈哈。但是值得一去。,
TqZ669320258,425,3,2021.10.02,华山风景名胜区西峰单程索道票成人票,爬了一夜，非常爽，感觉腿已不是自己的了,
吴俣680,425,4,2021.10.03,（经典玩法不走回头路）华山门票+单程西峰索道票+单程北峰索道票+单程北峰索道专线巴士票+单程西峰索道专线巴士票,就是一个字，贵,
wsK886569602,425,5,2021.10.04,华山景区往返直通车不限人群票（周内）,小哥哥服务很周到,
edq579165980,425,2,2021.10.02,华山风景名胜区西峰单程索道票学生票,设施还可以，排队排了接近两个小时,
笑靥000,425,5,2021.04.26,华山风景名胜区门票学生票, ,
匿名用户,425,5,2021.10.04,华山景区往返直通车不限人群票（周末）,1,
爱唱歌的小辣条,425,5,2021.10.03,华山风景名胜区西峰索道单程票,非常不错,
hMx330948045,425,5,2021.10.04,(地推)华山风景名胜区单程北峰索道票,满意,
zCk375747607,425,4,2021.10.05,None,月底有人一起吗,
ppA636274150,425,3,2021.10.01,华山风景名胜区西峰索道单程票,景色很美 适合一个人出去放松心情,
匿名用户,425,1,2021.09.01,华山景区往返直通车不限人群票（周内）,把我们带到中途服务区，然后我们预算一人500，一共两个人，结果到了服务区，向导非要给我们安排，一共1600，我们不同意，还不行，最后给我们扔到中途，走了，坑人第一，大家千万不要报这种，死坑，退钱还不给退，商家服务极差,
Bsc986438372,425,5,2021.10.04,华山景区往返直通车不限人群票（周末）,不错挺好,
bMQ774398510,425,5,2021.10.04,华山景区往返直通车不限人群票（周末）,很清楚的讲解,
aSL526885291,425,5,2021.10.03,华山景区往返直通车不限人群票（周末）,特别棒,
Cpy343189049,425,4,2021.10.03,华山风景名胜区（徒步登山）门票成人票,好,
鑫垚99,425,5,2021.06.27,华山风景名胜区（徒步登山）门票成人票,喜欢爬山的朋友推荐路线:玉泉院－北峰－中峰－东峰－南峰－西峰－西峰索道。我们早8点入园。玉泉院徒步，近5个小时才到北峰。一天时间，全程游览完毕。心心念念的华山终于征服。也算得上完满。这里千峰逶迤，奇绝天下。千尺幢，百尺峡以及老君犁沟，云梯，苍龙岭等，陡峭险峻，回头望而生畏。一路无尘，登山的辛苦不必说。远离纷扰中，自有一份执着。最高处，一览众山，云雾远缭。这才叫，流水落花春去也，天上人间。,
FromYourself,425,5,2021.10.04,华山景区往返直通车不限人群票（周末）,非常好！！！,
vmg156924210,425,5,2021.10.04,华山景区往返直通车不限人群票（周末）,不错,
ipx429742361,425,5,2021.09.29,华山风景名胜区（徒步登山）门票成人票,操了去了三次没去成长空栈道,
沧澜汐,425,5,2021.08.07,华山风景名胜区（徒步登山）门票成人票,很美,
LgV726930121,425,3,2021.09.28,华山风景名胜区（徒步登山）门票成人票,山上的保安人员有待提高素质，住宿略贵,
何时何处遇蒹葭,425,2,2021.07.01,华山风景名胜区西峰索道单程票,索道很长要20分钟，中途有一个加油站，这是我第一次坐索道遇到这种情况。索道在山间穿行时可以听到呼啸的风声，对于恐高的人还是有点刺激。索道单程需要140还算正常，但是要坐索道就必须坐交通车，这就需要再加40，这样就要180，感觉收费太高了就非常不合理了。,
vTx275704533,425,1,2021.10.01,华山风景名胜区西峰单程索道票成人票,换票也不说清楚，一会山上一会山下,
熊7宝,425,2,2021.09.28,华山风景名胜区西峰单程索道票学生票,缆车可以一览风景，挺不错的，推荐去坐,
猫猫吉祥1219,425,5,2021.07.08,华山风景名胜区（徒步登山）门票成人票,风景很好，这趟很值得，如果嫌累可以少带点东西，每隔一百米就有小商店，水，黄瓜，西瓜，西红柿都有，能接受的价格，不算贵，图一是百尺峡，这段很险峻很刺激，建议步行上山，坐缆车下山！不然太累了！,
王恒星678,425,3,2021.08.02,华山风景名胜区（徒步登山）门票成人票,爬华山要有足够的体力支持，如果体能跟不上的话会很辛苦的。,
匿名用户,425,2,2021.05.03,华山风景名胜区（徒步登山）门票成人票,华山，来一次再不敢去第二次的地方！这不是旅游这是在探险与冒险，30日到华阴住下，5月1日吃过早餐9：30开始玉泉园徒步登上，下午4点到云顶山庄，中间有些地方真危险，头晕，不敢往下看，最危险的是有些人不拉铁链，不扶东西爬楼梯，还有些熊孩子在那跑，靠，你们摔死了不要紧别连累他人呀。还有有些铁链被磨损的厚度只有5毫米了,也不是原来厚度的5分之一不到，原计划再山上住一夜第二天爬其他峰，云顶山庄1点多敲门，4点多敲门说去东峰的要起床了，半夜一直有人在楼道里过，真吵，夜里睡觉一直做梦在晕，再担心害怕，真是难受，早上9点多起床，吃过早餐，我与媳妇，从北峰往其他峰去的路上太吓人了，那是在石头上爬行，两边是深渊千米？就靠两条铁索防护，吓死我了，一直头晕，苍龙岭更是吓人，还有shab在那不扶东西的跑，特别是小孩，不扶东西的跑，两边是悬崖，道路就宽不到1米吧？，旁边不到20厘米就是悬崖，最终爬上苍龙岭就放弃了下山，不安全因素1、太危险2、年轻人、小孩在你头顶不拉铁链的跑，关键是华山的工作人员也不管，他们摔死了我下面的人遭殃，太不值3、有些人一手提着东西或者拿着水，在爬，还是没有人管，我是双手拉
sss789520,425,4,2021.09.28,华山风景名胜区西峰索道单程票,最有探险的一个游玩的好地方,
iks464895145,425,3,2021.08.04,华山风景名胜区（徒步登山）门票成人票,北上西下路线，早晨7点多开始徒步登山，由于疫情，登山路上只有三五个人，11点多到达北峰，休整半个多小时，边走边休息，走了中东南西峰，中峰最差，下午四点多到达西峰，五点半坐索道20分钟下山，疫情人少一个人坐整个索道箱还不用排队，整体门票和索道价格偏贵，走西上北下路线的人多些，基本都是下山，所以最省力,
Rodmadurance,425,5,2021.05.12,华山风景名胜区西峰索道单程票,风景真的好，也是真的险，不愧是五岳中最险的，还好买了索道和滑道登山，上山还好，下山就已经要累死了，虽然下山比上山轻松，但是路段太长，正所谓上山容易，下山难，景区物价贵还不好吃，建议自带，北峰拍照绝佳，我赶的阴天，不热，但是会有雾遮挡山，没下到北峰看不清别的峰，要是晴天会热，会受不了，毕竟西安30多度5月份，但是风景会拍的很好，总之有利有弊，最后长空栈道必须玩，不玩就等于你没来过华山！,
wds525771074,425,4,2021.05.20,华山风景名胜区（徒步登山）门票成人票,西峰的风景最好   如果想爬山的可以挑战智取华山那边    个人感觉难度比玉泉院这边大很多   都是到北峰索道那   我是从玉泉院上智取华山下的  因为是在山上住了一晚的  所以想一天要全爬完北峰—中峰—东峰—南峰—西峰—再从北峰下  最好5点上山  就是不知道有没时间去玩长空栈道  应该没时间  栈道那人很多  长空栈道往返就一条路  所以比较花时间   智取华山上去的位置就在北方索道那   从玉泉院可以坐免费公交车到华山服务中心  公交车在玉泉院广场下坡右边有个停车场那坐    然后再花20快坐中巴车到北峰索道那上,
loan50276,425,3,2021.09.25,华山风景名胜区西峰票+北峰票 - 往返索道票+车票（西上北下）,西岳华山，天下名山，险峻奇绝，让人留恋。,
loan50276,425,3,2021.09.25,渭南旅游套票华山风景名胜区门票+关帝庙套票成人票,西岳华山，天下名山，险峻奇绝，让人留恋。,
ipx429742361,425,5,2021.09.29,华山风景名胜区（徒步登山）门票成人票,很好,
匿名用户,425,5,2021.06.21,华山景区往返直通车不限人群票（周内）, ,
匿名用户,425,4,2021.09.26,华山风景名胜区（徒步登山）门票成人票,设施完善，徒步爬山挑战，累但很爽。,
qRD336867684,425,5,2021.06.14,华山风景名胜区（徒步登山）门票成人票,夜爬，真的很累，但是很有意义刚开始平坦的坡路都很累更别说上面的台阶了，胆小的人千万不要往后看，真的有点吓人，记得多带点水，一个人最少三四瓶。晚上九点半开始爬，路上走得出汗真是又冷又热很难受，爬上去基本就快日出了，厚衣服带不带都行,
gCv834802819,425,1,2021.07.17,华山风景名胜区票+西峰摆渡车票（上行）+关帝庙景区票成人票,体验感不是一般的差，排了一个小时来到山上，上一个台阶，排队半小时，已经排了三个了，前面还有，真心不介意来，体验感太差了，花了400块来排队的，旁边的滑道也是恶心，就一小节，20可以不用排队，每上一个台阶都是这样，心太黑了,
Syl924421364,425,5,2021.07.25,华山风景名胜区（徒步登山）门票成人票, ,
IWc905842508,425,3,2021.08.17,（地推）华山风景名胜区门票+西峰摆渡车+西峰单程索道+关帝庙成人票,陡险，风景不错不错，可以…………,
无辄V,425,5,2021.06.02,华山风景名胜区西峰索道单程票,乘坐的西峰索道，买票是在山上决定的，前一天晚上步行登山，登山前没有想着买索道票，等第二天早上下山的时候，毫不犹豫的购买了西峰索道。最初购买索道票并不是索道的惊险刺激吸引我（登山之前看过不少经验贴，但是没有打动我买索道票），最后购买索道票是因为山路太险了，如果原路返回下山，自己有些没把握，怕出现意外。但是这个索道真的是超值，二十分钟的索道，中间还翻了一座山，这个索道真的是值得推荐去坐，推荐大家去体验一下，这个价和索道带来的体验我个人感觉十分想符合。这个索道特别适合老人，以及带小孩登山的游客，因为步行登山，有些地方的确太危险了。,
我的光边伯贤,425,5,2021.06.05,华山风景名胜区（徒步登山）门票成人票, ,
想在你头上放羊,425,3,2021.05.07,华山风景名胜区西峰索道单程票,作为五岳之一，华山以险著称，只爬过东岳泰山的山东人表示：真的太难了！从玉泉院徒步上北峰，你猜路有多陡？走到苍龙岭的时候双腿开始不太听使唤了，各种酸痛，之后感觉一直拉垮……后来也没玩成东峰，南峰的长空栈道竟然要排三小时，呵呵了。最后选择西峰坐索道下山，下山以后还要坐40块钱的大巴车返回游客中心，这一天，花钱找罪受，哈哈！,
Hxf167527302,425,3,2021.09.20,华山风景名胜区门票学生票,只能说去华山真累，爬了无数个台阶，头疼,
nrc149428233,425,4,2021.09.16,华山景区往返直通车不限人群票（周内）,司机师傅车技很好，窄窄的路闪转腾挪安然无恙,
匿名用户,425,5,2021.07.22,华山风景名胜区（徒步登山）门票成人票,已经第二次爬了  第三次还会去,
天方夜谭602,425,5,2021.07.23,华山风景名胜区（徒步登山）门票成人票,全部徒步，即使是晚上也能清楚路线，沿途有灯光和指示牌，景色秀美，确实比较险峻，强烈推荐年轻人去爬爬山,
吴殿军563,425,4,2021.05.30,（地推）华山风景名胜区门票+西峰摆渡车+西峰单程索道+关帝庙成人票,驱车到景区停车场，由导引的服务人员在美团上定了票，定的门票+车+西峰缆车，由检票口上大巴坐了30分钟到了，西峰缆车的！20分钟到了山顶，南峰最高由于时间有限没有去南峰转，直接从西峰往北峰方向去了我！当天下雨雾气很大，缆车上和山顶上都没有看到风景！北峰的石头景色很好，奇险！最后从北峰坐缆车下山的！就是雨天可惜没有看到美景！,
ZBU566738082,425,4,2021.06.12,华山风景名胜区（徒步登山）门票成人票,6月11号夜里爬的山，5点上去的东峰，日出也看到了，爬山的朋友一定要带双手套，2元一副的那种就行，可以多带点水，吃的少带点，减轻负重。然后想对和我一起做大巴车的四川的舒心小哥哥说，别担心我赶上飞机啦，和出租车师傅一路唱着歌风驰电掣，欻的一下就到了，然后我现在已经过完安检啦，祝你今天华山玩的开心，看了到的话给我回复哦,
霞飞燕,425,5,2021.07.04,华山风景名胜区（徒步登山）门票成人票,华山的风景很好。壮观雄伟。可惜啊，我体力不行，没把整座华山都给爬完。这是一个遗憾。华山的险峻让人望而止步。人家都说爬过一次华山就不会再去爬第二次，但是这次没爬完，希望下次还有机会能再次尝试爬完整座华山。,
飞锅最帅,425,3,2021.05.01,华山风景名胜区票+北峰摆渡车票（上行）+关帝庙景区票成人票,一个视频来看景吧！到了华山站出站直接坐大巴（一人3元，可以扫微信，这里已经开始有当地人在卖手套了，不过我们准备的有，哈哈）第二天早上吃完饭从东线进入，乘坐大巴车到北峰索道人口。8点发车，大概8:15到达北峰索道人口，大概20分钟的路程下缆车，继续往上爬，到达北峰顶大概9点，山上风好大，怪不得西峰索道不开。9:10从北峰继续前行。大概12:10到达鹞子翻身，但由于风太大的缘故，景点关闭，穿过东峰饭店，此时已经开始体力不支了，我们没有去南天门，因为需要上很长的路，实在是已经很累了。走了一会儿，又到了岔路口，一边是上去中峰（玉女峰）的，一边是继续下的，我们选择再去中峰看看，倒是不远，上了很长一段阶梯就到了，此时大概13:10 ，从玉女峰下来，我们就一路下行，到达北峰索道差不多下午三点，途中有几段下台阶的路超级陡，下去后腿都是哆嗦的，我们排队乘索道，排了20分钟的队，下去差不多8分钟就到了，步行几分钟到达停放景区摆渡车的地方，买票（20元一人，都是单程的，早上大门票160+20中的20是去时单程的）上车，差不多20分钟到达游客中心，结束一天的行程,
倩妹妹、,425,3,2021.09.16,华山风景名胜区（徒步登山）门票成人票,之前去过一次，跟这次去的感觉不太一样，感觉挺好的,
TAd517676112,425,5,2021.06.03,华山景区往返直通车不限人群票（周内）,登高望远，一览群山！推荐西上西下路线，虽然价格比较高但是转的地方多，去西安建议最后一天爬华山，过早游玩会体力不支哒！时间充足的话应该自带装备，露营在山上，第一天看日落，第二天看朝阳！,
tlp999102874,425,5,2021.09.18,华山单程西峰索道票+单程西峰索道专线巴士票,挺不错的地方，有时间还想再去一次,
匿名用户,425,3,2021.09.16,华山风景名胜区-门票,玩的还可以 华山比较险峻 得抓好绳索,
IxX687316439,425,4,2021.09.15,华山风景名胜区（徒步登山）门票成人票, ,
PKg200828318,425,5,2021.09.15,华山景区往返直通车不限人群票（周内）,超值，超开心的一天，这个套餐太划算,
yirfan,425,5,2021.09.01,华山风景名胜区（徒步登山）门票成人票,一路爬上来，强烈不建议在山下买登山棍，在景区门口就给没收了，买条毛巾几盆水足矣，土豪随意！,
WenWenAa,425,2,2021.07.30,华山景区往返直通车不限人群票（周内）,欢迎大家来爬泰山华山还是算了吧西峰索道你要是不花钱买那个华阴老腔的表演 你需要排队近4个小时山上物价很贵 一碗泡面35还是38 德克士那种单人套餐120+去的时候正好下雨了 特别特别冷唯一一个一玩的就是西峰索道 学生单程126,
LYU912299210,425,5,2021.07.16,(地推）华山风景名胜区票+西峰摆渡车票（上行）+关帝庙景区票成人票,一个字：太险了！,
沫麟1314,425,5,2021.09.18,华山风景名胜区票门票（徒步登山）,有时间还想再去，一定要找个晴天,
emE310132089,425,4,2021.09.17,华山风景名胜区（徒步登山）门票成人票,华山天下险,
Sd.Kfz.184,425,5,2021.05.25,华山风景名胜区（徒步登山）门票成人票,夜爬华山体验极佳，遇到许多善良的人。十分感激三位接纳我的郑州游客，我是和你们在东峰看日出时走散的西安小伙，希望他们能看到这条评论。  这次游览错过了中峰和北峰，从现在开始好好锻炼身体二刷是铁定的，一定要实现五峰大满贯~~~,
fKO110624934,425,1,2021.07.30,华山风景名胜区（徒步登山）门票成人票,其实爬山的过程都还好就是下山的时候坐了西峰索道，结果不能徒步下山。但是我们下山问工作人员徒步下山走那条路，他给我指了大巴车的路，我们就顺着大巴车路一直走，路很窄非常危险，三次差点蹭到我们！后来坐了个好心的小轿车，八十块钱把我们送到山底,
meng786717099,425,4,2021.09.19,(地推）华山风景名胜区票+西峰摆渡车票（上行）+关帝庙景区票成人票,「华山西峰」,
叶落无声0216,425,5,2021.07.14,(地推）华山风景名胜区票+西峰摆渡车票（上行）+关帝庙景区票成人票,景色挺美，值得一去。,
Dragon丶纯黑色,425,5,2021.07.25,华山风景名胜区（徒步登山）门票成人票,夜爬华山，北上西下，天气很给力，哈哈，被华山的景所折服，一切都值得！,
mYr759166640,425,1,2021.09.07,华山风景名胜区门票成人票,不好的体验，男朋友爬山摔骨折了了，下来做索道还要收我们的钱，辣鸡公司,
RJV353423229,425,5,2021.09.18,华山风景名胜区（徒步登山）门票成人票,风景不错,
zhaiyong3,425,4,2021.08.28,华山风景名胜区西峰索道单程票,很不错的风景，确实危险,
piT922750409,425,1,2021.09.06,华山风景名胜区西峰索道单程票,华山还是不要来了。上山的时候一堆，出了山之后问个路都找不到人。,
李静917918,425,4,2021.05.03,华山景区往返直通车不限人群票（周末）,华山有几条路线，我选择的是西上北下。西峰是没有任何步行道的，你必须坐缆车。从游客中心到缆车点你还得另付40元的车费，缆车单行是140元。西峰的缆车比过山车刺激，同缆车的阿姨差点心脏病犯了。从西峰到的南峰（长空栈道），再到的中锋。又转上东峰（适合看云海日出），再下北峰。北峰有索道下山80元，但是我选择徒步下山，下山花了1个半小时。到了山下又需要坐摆渡车到游客中心（20元）。门票160元，已经不便宜了，索道和摆渡这些加起来，去华山至少400元。华山应该是我旅游过最贵的景区，目前没有之一,
梅开盛世0709T,425,4,2021.07.07,华山风景名胜区西峰单程索道票学生票,很喜欢五岳霸主华山，登山需要坚持，但到达山顶很爽，真正一览众山小，唯独我高峰！喜欢爬山的一定要来华山酣畅淋漓的爬到山顶，那种感觉棒极了，来华山，绝对绝对不虚此行,
匿名用户,425,2,2021.09.12,华山风景名胜区西峰单程索道票学生票,【交通】交通很不方便【环境】华山很美,
匿名用户,425,1,2021.07.23,华山风景名胜区票+西峰摆渡车票（上行）+关帝庙景区票成人票,真的管理不到位。明明那么多车不发车 还得慢慢等 排队的那个不知道谁设计的 真垃圾 绕来绕去人都得绕晕 这还不是高峰期都这样 要是高峰期不得排三四个小时？管理太垃圾了真的！！！门票家索道啥的人均600多左右。体验感真的差！九寨沟景区一天比这景区接待的人多了去了 人家从排队到上车15分钟之内就搞定！就这还不是高峰期从检票到上车的一个半小时接近俩小时！不来后悔 来了更后悔！,
徐旺旺2021,425,3,2021.07.21,华山风景名胜区票+西峰摆渡车票（上行）+关帝庙景区票成人票, ,
zhaiyong3,425,4,2021.08.28,华山风景名胜区西峰索道单程票,挺好的,
梅开盛世0709T,425,4,2021.07.07,华山风景名胜区西峰单程索道票成人票,不愧是五岳霸主，奇  险 壮阔很有气势！想酣畅淋漓的征服它，需要耐力勇气和毅力，虽然有上下山的索道，但爬到山顶那感觉无与伦比的舒服～,
阳光sunshineboy,425,4,2021.06.10,华山风景名胜区（徒步登山）门票成人票,风景优美，物价较高，温差大，注意穿衣保暖，交通便利，山上水短缺，请尽量带够饮用水，建议体力充沛者徒步上山，床位提前预约，或者自带帐篷，两天行程行走路线建议：第一天-玉泉院-北峰-中峰-东峰；第二天-南峰-西峰，西峰索道下山，结束行程。,
原来我是小夏啊,425,5,2021.09.15,华山景区往返直通车不限人群票（周内）,还是很不错的，省心,
fsyistreasure,425,4,2021.07.26,华山风景名胜区（徒步登山）门票成人票,边爬山边赏景，一路都有卖水的，没有想象中那么难，登顶很快乐，体验很不错！,
TJTJTJ.,425,3,2021.09.09,华山风景名胜区票+北峰摆渡车票（上行）+关帝庙景区票成人票,很高，中午开始爬，晚上才到山顶，在山顶露营，第二天上午才下来。,
梨汁sanbai,425,5,2021.05.06,华山风景名胜区票+北峰摆渡车票（上行）+关帝庙景区票成人票,华山之险峻，名不虚传，每座山峰都有它独特的味道，只会感叹壮哉我大好河山哈哈！唯一不太舒服的就是工作人员的态度，我爬了国内很多名山了，就属华山的服务差劲，工作人员趾高气昂，不耐烦，对游客态度恶劣，这么美的景，为啥不好好培训工作人员的素质呢，而且山上的洗手间也特别脏，臭气熏八里路……急需整顿。,
科比861,425,5,2021.09.15,华山景区往返直通车不限人群票（周内）,强烈推荐,
匿名用户,425,5,2021.09.13,华山风景名胜区票+西峰摆渡车票（上行）+关帝庙景区票成人票,很不错的地方，值得一去,
pob588119926,425,5,2021.09.14,华山风景名胜区（徒步登山）门票成人票,讲真的要来一次,
薰衣草470,425,5,2021.09.09,华山风景名胜区（徒步登山）门票成人票,不错,
tNY465483830,425,5,2021.07.29,华山景区往返直通车不限人群票（周内）,挺棒的,
LOi918181000,425,4,2021.07.13,华山风景名胜区（徒步登山）门票成人票,夜爬还是不错的，值得尝试，确实很险峻,
shk540,425,5,2021.07.26,华山风景名胜区（徒步登山）门票成人票,建议住在玉泉院那条路下面，酒店与饮食也方便,
sbh227161569,425,5,2021.09.13,华山风景名胜区西峰索道单程票,挺好,
wuhu203,425,4,2021.09.09,华山风景名胜区西峰票+北峰票 - 往返索道票+车票（西上北下）,挺好的，景色秀丽。,
匿名用户,425,5,2021.09.13,华山风景名胜区票+西峰摆渡车票（上行）+关帝庙景区票成人票,此生必来一次,
HFA265710006,425,2,2021.08.12,(地推）华山风景名胜区票+西峰摆渡车票（上行）+关帝庙景区票成人票,没啥服务。进去之后不知道怎么个买票操作方法。有点乱，好多人围上来询问买票事宜，而且都是套票。这么好的景点应该规划统一管理。,
匿名用户,425,5,2021.07.30,华山风景名胜区票+北峰摆渡车票（上行）+关帝庙景区票成人票,第三次来华山了，这次带上老婆孩子一起来的,
gangan1301,425,4,2021.07.11,华山风景名胜区西峰单程索道票军人/老人/残疾人票,索道还是很值的，很陡，比较刺激，风景很好。。但是下车后还要爬5百来级台阶才能上索道。,
vym499137531,425,5,2021.09.11,华山景区往返直通车不限人群票（周末）,很不错，大家都找他哦,
深航吴彦祖,425,5,2021.09.11,华山景区往返直通车不限人群票（周末）,很好,
四月一日天气晴,425,4,2021.07.08,华山风景名胜区（徒步登山）门票成人票,就是路标指示牌还需要多完善一下，例如距离下一站多少米之类的，分岔路口请一定设置在指路牌，我是问着过去的，尤其是长空栈道那里，往南峰顶应该设置个路牌吧，还有鹞子翻身那里，都没路牌，是为了误导去消费自费项目吗？,
念奇奇,425,4,2021.09.05,华山风景名胜区票+北峰摆渡车票（上行）+关帝庙景区票成人票,华山你去了绝对不会后悔，风景如画不为过！真的不会后悔,
wuhu203,425,4,2021.09.09,渭南旅游套票华山风景名胜区门票+关帝庙套票成人票,还不错。,
WpN757445541,425,5,2021.04.24,华山风景名胜区单程西峰索道票成人票, ,
杨力刚1213,425,4,2021.08.18,华山风景名胜区（徒步登山）门票成人票,日出东方，天下明，万事开头，心中明,
匿名用户,425,3,2021.07.31,None,景色很美，但被某些东西影响心情，鹞子翻身的其中一个保安见人就咬，建议为了游客人身安全，景区栓好小动物！,
Xiaodandanbi,425,3,2021.07.28,华山风景名胜区西峰单程索道票成人票,设施不错，就是太贵了，来一次就要500左右啊,
匿名用户,425,5,2021.09.03,华山风景名胜区门票+西峰单程进山车 +华山论剑体验馆成人票,华山值得一去 挺新奇 北方的山真是雄壮,
lWk761115311,425,4,2021.07.21,(地推)华山风景名胜区西峰索道单程票,下来的时候刚好看到美景，爬山还不错，推荐西峰，东峰，中峰太小了,
匿名用户,425,5,2021.07.18,华山风景名胜区西峰索道单程票,华山值得一游，西峰索道也值得。,
yougenr77,425,5,2021.07.22,华山景区往返直通车不限人群票（周末）,导游人美心善 认真负责,
匿名用户,425,5,2021.07.25,华山风景名胜区西峰单程索道票成人票,索道太刺激了，景色特别美，去华山不做一次索道真的遗憾，一坐上索道就感觉不枉此行了！！！,
ZoM886542902,425,1,2021.07.16,华山风景名胜区（徒步登山）门票成人票,景区入口没有工作人员介绍买票规则，只有保安人员（只知道说网上订票，有票才能进）又不讲怎么买票，又没有售票点。外地游客就会买错票（导致我们买了两次进山门票）白白多给了几百，学生美团还没优惠。华山虽美，但心情不美。外地游客进山前问清楚，免得被坑。,
喜欢旅游的小安,425,5,2021.05.01,华山风景名胜区门票学生票,我和我同学是徒步上山，学生票80元，从玉泉院出发，一路奇险无比历经坎坷终于登顶！我走的比较慢所以走了有9个小时，一共走了有3w多步，真的很难很难，下来我们原路返回坐北峰索道。景区管理非常好，不管你到哪里都有工作人员，买东西也非常方便，越往上越贵，原因吗就是一些大叔还有一些老伯伯挑着扁担上去的一次要扛两百斤左右。记得在下面买把锁10元，到了金锁关最便宜的也要38元而且不讲价！如果你开车来就直接去玉泉院或者游客中心游客中心有免费的公交车到玉泉院。如果你做火车来一定要做公交别做出租车，出租车不打表我从华山站下车到玉泉院要了我30，打表20左右。就这些，希望对你们有用。,
匿名用户,425,4,2021.09.07,None,一种境界,
牛桃果霸,425,3,2021.07.29,华山风景名胜区（徒步登山）门票成人票,第一次爬属实给我上了一课，顶上的东西贵也是真的贵，我能理解！,
Evt956473589,425,2,2021.07.07,华山风景名胜区票+西峰摆渡车票（上行）+关帝庙景区票成人票,美团购票倒是方便，但是旺季，西上北下人超多，做索道要等几个小时，影响体验,
索国成,425,5,2021.08.18,华山风景名胜区票门票（徒步登山）,雨天登华山的那种震撼和酸爽是无法用语言来形容的，只有亲自体验一下，才能明白，且终生难忘！,
乐乐酱狗,425,5,2021.05.08,华山风景名胜区门票成人票,如果想要徒步的话建议从北峰爬，如果坐缆车可以从西峰坐缆车上山，逛完从北峰坐缆车下，提前看好天气预报，我们是徒步，主要是买错票了，如果再来一次的话我应该会做缆车，还有山上物价稍微贵一点，但都可以接受，记得戴上手套，祝你们玩好，售票处不止一个，坐缆车的在其他售票处，别搞错了，但你买错了，可以退票,
