id,价格,评价,评价日期,票务类型,评论,,,,,,,,,,,,
Okt115470921,42,3,2021.10.03,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,还不错，跟着旅游团阿红老师全程讲解，了解了不少历史故事,,,,,,,,,,,,
匿名用户,42,5,2021.07.27,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,★ 导游，是我在旅行中最爱跟着的人，爱听他们说说在电脑上查不到的东西，听听他们说一说当地的风俗习惯风土人情，每当听到没听说过的，就是一大收获，从而喜不自禁！这次与导游的距离有点远，他站在车前，我躺在车后，一直是听，闭目听说，久闻其声而未闻其人。直到下来才见到他，一个三十出头的小伙子，五官清秀，很儒雅。戴着厚厚的镜片，读旅客名单时眼睛离纸张很近，这个动作有点滑稽，但一离开纸张，立刻风生水起，灵动得很。 ★ 导游，是一个令人羡慕的职业。在很多人的印象中，他们谈吐文雅，知识渊博，见多识广，收入不菲，是一群自由职业者。人们一般都觉得导游可以游山玩水，是一份轻松又很容易赚钱的职业。事实上导游是一种复杂的、高智能、高技能的服务工作。在游客心目中，导游是一个国家（或地区）的代表、是人民的友好使者。,,,,,,,,,,,,
jCm362695572,42,4,2021.09.27,颐和园旺季成人（下午场门票）,不多说了，毕竟是咱们国家的宝藏，特别棒，尤其是这个湖面，特别安静，整个人心情都特别好,,,,,,,,,,,,
FAUI,42,5,2021.07.28,颐和园优惠下午场大门票+金牌导游深度讲解（不含园中景点门票）, ,,,,,,,,,,,,
蹦嘚儿你个锤儿,42,5,2021.08.01,颐和园淡季成人（下午场门票）,很好，就是去晚了，下雨太冷，哆哆嗦嗦的玩了会就走了，京城我下次还会再来的哈哈哈哈是皇城的味道，青柳抚雨，微风细摇，一丝丝亲清冷中透着过去的故事，文化底蕴我们感受到了，皇城下次我们再来，真的超大，走的话感觉两天都走不完，推荐,,,,,,,,,,,,
kTc560214093,42,4,2021.11.12,颐和园旺季成人（上午场门票）,非常喜欢的地方，值得推荐，类似于西湖，环境不错,,,,,,,,,,,,
kTc560214093,42,4,2021.11.12,颐和园旺季成人（上午场门票）,非常不错的地方，值得推荐，门票便宜，环境不错,,,,,,,,,,,,
时建翔,42,3,2021.10.04,颐和园旺季成人（下午场门票）,还不错啦很好激动激动激动减肥减肥,,,,,,,,,,,,
逍遥哥哥5555,42,5,2021.11.14,颐和园旺季成人（上午场门票）,景色特别不错，非常满意！！！！！！！,,,,,,,,,,,,
王哒哒wawawa,42,5,2021.10.13,颐和园旺季成人（上午场门票）,【环境】环境很漂亮。适合稍微热的时候去。很凉快。,,,,,,,,,,,,
rrhui123,42,5,2021.08.08,颐和园门票成人票（下午场）,颐和园还是比较推荐去看一看，玩一玩的，里面特别大，夏天跟冬天是不同的景色，都值得去观赏一番。去了2次了，都没有逛完，太大了，不过第二次去的时候坐了船，到了十七孔桥那里。颐和园的景色还是十分壮观的，而且门票也不会，值得去。,,,,,,,,,,,,
YDg941128208,42,5,2021.09.21,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,真是不虚此行呀！颐和园是真的美，游览有历史的古建筑，还是一定要请导游的，导游的讲解很细致，乐享天天的李晓军导游师傅讲的真的很精彩，诙谐幽默，很推荐,,,,,,,,,,,,
SAS391370484,42,1,2021.10.20,颐和园优惠下午场大门票+金牌导游深度讲解（不含园中景点门票）,讲解也很好，就是去的时候大中午12点，美团上面留的地址找不到这个旅行团，打电话打不通，中午的让我转来转去，热死我，跟美团平台打了半小时的电话，才解决，简直气死我了,,,,,,,,,,,,
匿名用户,42,5,2021.10.02,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天阿峰导游非常棒！！讲解的很详细细致！！,,,,,,,,,,,,
CTp746389932,42,1,2021.11.03,颐和园旺季成人（上午场门票）,对帝都有点失望，颐和园里面已经封闭的几乎没几个能参观的地方，不知道来这里的意义是什么,,,,,,,,,,,,
lyue东临,42,5,2021.10.04,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,非常不错，讲解很好，很风趣，很不错！,,,,,,,,,,,,
nuc245183105,42,4,2021.11.17,颐和园成人门票+龙舟船票+导游讲解服务（9:00-15:00入园）,带孩子去的，累但开心,,,,,,,,,,,,
qwQ134001918,42,5,2021.10.19,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,讲解耐心精彩,,,,,,,,,,,,
PCb198479711,42,5,2021.10.03,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,导游阿峰大哥讲解风趣幽默，思路清晰，令我们在本次旅途中对颐和园有了深入了解。,,,,,,,,,,,,
dvG193046116,42,3,2021.11.17,颐和园淡季成人下午场门票,他咯利润率 咯考虑统统来咯喂去咯哦,,,,,,,,,,,,
断数循环dsxh,42,5,2021.10.02,颐和园旺季优惠（下午场门票）,颐和园很漂亮！,,,,,,,,,,,,
Jupiter989,42,5,2021.10.18,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）, ,,,,,,,,,,,,
李老虎1122334455,42,5,2021.11.14,颐和园淡季成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天，李导，挺好。,,,,,,,,,,,,
潮起鲸落517,42,4,2021.10.04,颐和园旺季优惠（上午场门票）, ,,,,,,,,,,,,
crossiris,42,4,2021.08.01,颐和园旺季成人（上午场门票）,步步都是景！琉璃瓦在阳光的映射下格外威严！福寿山【取蝙蝠与寿桃的形】人工建造而成！叹为观止啊！雕栏玉砌应犹在，只是朱颜改！前无古人后无来者的人工园林能够保留至今供我们瞻仰游历，感觉生在这个时代好幸运了！,,,,,,,,,,,,
Dky690742523,42,5,2021.10.23,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,天天享乐 讲解员崔毅 讲解的特别好，又幽默，讲解的很明白，强烈推荐！！！,,,,,,,,,,,,
特别的你21,42,3,2021.11.12,颐和园淡季成人门票,景色不错，停车也方便，带孩子不建议去,,,,,,,,,,,,
用户1257665878,42,5,2021.11.14,颐和园淡季成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天李导讲解的很棒！,,,,,,,,,,,,
匿名用户,42,5,2021.11.14,颐和园旺季成人（上午场门票）,景色很美,,,,,,,,,,,,
wanyayeah,42,3,2021.11.12,颐和园旺季优惠（上午场门票）,风景特别好，很有历史底蕴。还很凉快,,,,,,,,,,,,
LoV471925046,42,5,2021.10.02,颐和园旺季优惠（上午场门票）,帮同学买的，同学没有出现不舒服的情况，所以逛得更开心一点吧，她也是第二次来了，之前来的时候比较小，对这些也没什么太大的印象，感觉这次来有了不一样的体验吧。可惜算是被我拖后腿了吧，有一些想去的地方没有去成就提前回去了,,,,,,,,,,,,
云翠轩主人,42,5,2021.09.19,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天边导讲解详细到位，服务热情，必须好评,,,,,,,,,,,,
JvN747465117,42,5,2021.09.24,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,今天是下雨天  但是江导讲解的特别有活力。让我们游的很有意思  .历史知识很专业。讲的很有趣。,,,,,,,,,,,,
LVt613121893,42,5,2021.09.18,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天阿峰专业知识够硬，讲解生动形象，赶紧订团吧,,,,,,,,,,,,
obi650645150,42,1,2021.07.17,颐和园优惠下午场大门票+金牌导游深度讲解（不含园中景点门票）,图一：微信搜索颐和园，官方票价，成人门票30，未成年人15，可定当日，可随时退。进园请导游，260，大概讲解三个小时，很认真负责。图二：美团88元票，包括门票30，和导游讲解100分钟（注意，仅能从东门进，听说一个导游带一群人，并听说很多人和我一样，买了票找不着导游）并且过了规定时间退不了，而且占着你的身份证，你也不能再从别的途径买票，只能用他的票。刚开始不知道能微信官方订票，前天晚上在美团定了三张票，由于上面写的不是很清楚，（现在看到的美团页面是今天美团刚修改的）大概写的资深导游+耳麦+门票什么的，我就买了，以为是通票，后来发现就是一个大门票，而且觉得导游给一群人讲，听得可能不太仔细，想自己到了请一个导游，于是昨天上午我就申请退款，但是他先说过了规定时间退不了，（纳闷官方都能随时退，为什么你不退）后来在我的一再坚持下说可以退款处理，但是要1到3个工作日，我说可以，我和朋友定的下午去玩，但是发现他不给我退票，官网上我定不了，因为绑定了身份证，我又找他协商，还是1到3个工作日处理。,,,,,,,,,,,,
Yni492825646,42,5,2021.11.09,颐和园旺季成人（下午场门票）,一家人一起出去转转心情特别好，虽然累但是很开心,,,,,,,,,,,,
Ipw685607068,42,3,2021.09.25,颐和园旺季成人（下午场门票）,交通便利，我住大栅栏旅店坐332号线直达景区景点，景区非常好！卫生特别干净，古建筑多，历史文化意见深远，园中的毎一处建筑物都有一定的讲解，都特别有意义，就是下雨，从去就下，一直到游玩结束，其他都很好，是大家都值得游玩的好去处,,,,,,,,,,,,
crossiris,42,4,2021.08.01,颐和园旺季优惠（上午场门票）,人没有想象的多！网上订票，到了直接刷身份证入园，很方便！里面有地图，根据地图指引游览很方便。每处都是景！园子真的太大了！走走停停都是3个小时才走了一半，有些地方还在修缮中，只能绕行。看得出皇家园林的气魄，皇家对江南美景的喜爱，匹配的上北京灵魂景区的美名！,,,,,,,,,,,,
Jdr925268909,42,5,2021.10.03,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天的阿峰非常专业！而且人很热情，历史知识非常丰富，解说很生动！,,,,,,,,,,,,
l记得填写昵称,42,5,2021.10.05,颐和园旺季成人（下午场门票）,很好 就是走的很累,,,,,,,,,,,,
诺诺呀嘟,42,5,2021.10.05,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）, ,,,,,,,,,,,,
haT281032947,42,4,2021.08.15,颐和园旺季优惠（上午场门票）,不愧是皇家园林，气势恢宏，山与水完美融合在一起，早上吃完早餐就前往景区，正好赶上下小雨，不热，绵绵细雨中欣赏美景另有一翻风味，坐了一圈大船，又租了一艘脚踏船，在湖上飘了两个小时，此间在船上吃了自热米饭，既悠闲，又惬意……,,,,,,,,,,,,
靠吃找快乐的吃货,42,4,2021.11.01,颐和园门票成人票（上午场）,和朋友一起去的 景色很好，值得一去~但是由于朋友临时有事 没逛完有些遗憾,,,,,,,,,,,,
O月小兔O,42,5,2021.08.25,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）, ,,,,,,,,,,,,
iEx795845380,42,4,2021.10.03,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天阿锋nice,,,,,,,,,,,,
我做你的北斗,42,5,2021.08.16,颐和园旺季成人（下午场门票）,颐和园，就是我对北京最大的向往！划上小船，行驶在昆明湖上，还有什么比这更美好，更惬意的午后时光！穿梭在各个桥洞中间，哎，忘记了人世间的各种，快乐与烦忧在这一圈一圈的水纹中间，离你远去。如果可能我想一直一直就这样漫无目的。,,,,,,,,,,,,
笨南楠,42,4,2021.10.14,颐和园旺季优惠（下午场门票）, ,,,,,,,,,,,,
Tom谭先生,42,3,2021.11.06,颐和园旺季成人（上午场门票）,挺好又要15个字，烦死个人，颐和园其实挺无聊的,,,,,,,,,,,,
Ddx91963944,42,4,2021.10.19,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,风景美，导游讲的也挺好 天天乐享的阿红姐姐很好,,,,,,,,,,,,
润润2018,42,5,2021.11.13,颐和园成人门票,很好，不错,,,,,,,,,,,,
PWU294454370,42,4,2021.10.03,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天的导游挺不错,,,,,,,,,,,,
AGd723562810,42,5,2021.09.17,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,第一次来颐和园，乐享天天的导游大哥讲解得特别好，特别具有趣味性，古色古香的建筑物也特别引人入胜,,,,,,,,,,,,
cOd246664905,42,4,2021.10.13,颐和园旺季优惠（下午场门票）,挺好的就是人有点多,,,,,,,,,,,,
kMF690395548,42,5,2021.10.17,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天的 李导讲的特别好，强力推荐他讲解。全程特别有意思，非常专业,,,,,,,,,,,,
ZL干饭人,42,3,2021.11.08,颐和园旺季成人（下午场门票）,和妹妹过去的，整体感觉不错，要爬些楼梯,,,,,,,,,,,,
阿sir溪,42,1,2021.11.08,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,骗人的，买票写着带讲解 到地方找不到人 打电话不接,,,,,,,,,,,,
vyN962472368,42,5,2021.09.23,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天，张导服务非常好，讲的非常详细，张导知识面非常广，来旅游的朋友一定要选张导,,,,,,,,,,,,
GkS680217891,42,3,2021.11.09,颐和园淡季成人门票,正好赶上下雨去的，用单反拍了很多景色照,,,,,,,,,,,,
浮世流光i,42,5,2021.09.27,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,强烈推荐！！！！！！！！！「佛香阁」「乐寿堂」「仁寿殿」「知春亭」,,,,,,,,,,,,
ohg170992499,42,5,2021.10.04,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,风景如画  ，很不错,,,,,,,,,,,,
Mrs855788095,42,4,2021.08.17,颐和园淡季优惠（上午场门票）,刚到北京的时候到周边旅游，不知道去哪里吃，就在美团上搜索筛选了一下，加上这里富有盛名就决定来玩一下，虽然离得公寓比较远，也坐了好长时间的地铁，但到了这里感觉心情忽然就变好了，纪念品也不错就是有点小贵。,,,,,,,,,,,,
wos140668502,42,5,2021.10.02,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,非常好，方便快捷，讲解到位,,,,,,,,,,,,
dcc641495354,42,5,2021.11.08,颐和园淡季成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天阿雷，没有一点点小差错。,,,,,,,,,,,,
FCE943586840,42,5,2021.10.15,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）, ,,,,,,,,,,,,
lWr858342504,42,4,2021.10.25,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天孙导,,,,,,,,,,,,
hIq865108095,42,4,2021.11.05,颐和园旺季成人（上午场门票）,一次满意的旅行，曾经的繁华，曾经的智慧都谱写出美丽的诗篇。,,,,,,,,,,,,
WMC799794448,42,5,2021.10.02,颐和园旺季成人（下午场门票）,来北京必来玩的地方,,,,,,,,,,,,
sul812614807,42,5,2021.11.10,颐和园旺季成人（下午场门票）,超级划算，向大家推荐,,,,,,,,,,,,
QUT115700394,42,2,2021.11.08,颐和园旺季优惠（下午场门票）,和我想象中的不一样，就是爬山，也没啥好玩的,,,,,,,,,,,,
AcK531759417,42,2,2021.10.03,None,十一黄金周到的，就带了玉澜堂附近几个殿，万寿山根本没去，下雨船也坐不了，而且三点就停船，导游根本就没说，说了我就直接弃团坐船了，导致好不容易来一趟颐和园，万寿山没爬，船没坐，进来干嘛来了，差评,,,,,,,,,,,,
ZL干饭人,42,3,2021.11.08,颐和园旺季成人（下午场门票）,还可以的，景色不错，人很多的，哈哈,,,,,,,,,,,,
cc7哈,42,5,2021.09.16,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,讲解员讲解的幽默，吐字清晰，知识讲解很很到位，服务周到热情细心，乐享天天张雷值得推荐,,,,,,,,,,,,
炸鸡翅1111,42,4,2021.07.31,颐和园旺季优惠（下午场门票）,颐和园景区永远的神真的非常舒适，去的时候有一点点冷，所以没有玩得非常尽兴，但是也很不错了，苏州街还要花10块钱下去走一走，花的非常值，真的跟江南一样。要是想要逛遍景区的话，建议花一天的时间出来逛，由于是下午去的，所以逛的非常局促，晚上清远的时候大部分都还没有逛完，但是也感觉门票值回来了。,,,,,,,,,,,,
反被聪明误,42,3,2021.10.18,颐和园旺季成人（上午场门票）,这就不错了，虽然荷花没了但这是自己选择的时间不对,,,,,,,,,,,,
放歌,42,4,2021.11.06,颐和园旺季成人（上午场门票）,提前一天预约，挺直的，里面超大,,,,,,,,,,,,
苏先生的小仙女。,42,5,2021.10.06,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,非常好的导游，非常尽心尽责，等待游客，而且讲解的非常详细，,,,,,,,,,,,,
脆脆筒,42,5,2021.11.06,颐和园淡季成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天的李小军讲解的非常不错，很搞笑哈哈哈,,,,,,,,,,,,
匿名用户,42,5,2021.10.06,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天的导游很热情，讲的很好，推荐她,,,,,,,,,,,,
wangke911224,42,2,2021.10.06,颐和园成人上午场票+紫竹院公园票+皇家御河游直达颐和园单程船票（紫竹院出发）,首先这个价格来说一点也不便宜，再者就是船很破，船内的讲解比船速要快很多反正介绍上沿途建筑一样没看到而且还听不清，总体来说体验感真的太一般了,,,,,,,,,,,,
阿sir溪,42,1,2021.11.08,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,骗人的 找不到讲解 打电话不接 联系不到人,,,,,,,,,,,,
igT843384706,42,5,2021.10.23,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,导游很有激情,,,,,,,,,,,,
cvk840380865,42,3,2021.08.14,颐和园旺季成人（下午场门票）,【环境】【交通】「十七孔桥」「佛香阁」「乐寿堂」「谐趣园」「知春亭」「仁寿殿」「智慧海」「苏州街」「宜芸馆」「玉澜堂」「荇桥」「文昌阁」「画中游」「圆朗斋」「写秋轩」「善现寺」「文昌院」「铜牛」「排云门」「德和园」「东堤」「宿云檐」「邀月门」「宝云阁」「半壁桥」「 北如意门」「船坞」「东宫门」「耕织图石刻」「兰亭」「廓如亭」「昆明湖」「南湖岛」「排云殿」「水木自亲轩」「润壁怀山」「石丈亭」「清晏舫」「四大部洲」「万寿山」「西堤」「紫气东来城关」「须弥灵境」「新建宫门」「长廊」「春游赏花」「北宫门」「听鹂馆」,,,,,,,,,,,,
MELA刘丽金龙,42,5,2021.07.26,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）, ,,,,,,,,,,,,
反被聪明误,42,3,2021.10.18,颐和园旺季成人（上午场门票）,总体还不错，带着家人嗅一嗅皇家气息,,,,,,,,,,,,
匿名用户,42,5,2021.11.05,颐和园旺季优惠（下午场门票）,和朋友一起去的，风景很美，在湖边漫步很开心。,,,,,,,,,,,,
阿sir溪,42,1,2021.11.08,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,骗人的 联系不到人 打电话不接 谁联系不上,,,,,,,,,,,,
peJ491833504,42,3,2021.11.09,颐和园旺季成人（上午场门票）,风景挺好看，。。。。。。。。。,,,,,,,,,,,,
klsl119102,42,5,2021.10.06,颐和园旺季成人（上午场门票）, ,,,,,,,,,,,,
hIq865108095,42,4,2021.11.05,颐和园旺季成人（上午场门票）,很满意的一次旅行，祖国好河山，流连忘返。,,,,,,,,,,,,
吊儿郎当的农村人,42,3,2021.10.26,颐和园淡季成人下午场门票,「十七孔桥」「佛香阁」「乐寿堂」「谐趣园」「知春亭」「仁寿殿」「苏州街」「清晏舫」「智慧海」,,,,,,,,,,,,
clT632446637,42,5,2021.11.09,颐和园旺季成人（上午场门票）,很大，不要坐船,,,,,,,,,,,,
zhengzhigl,42,2,2021.11.05,颐和园旺季优惠（下午场门票）,没有宣传的那么好，不过门票不贵。,,,,,,,,,,,,
匿名用户,42,1,2021.07.17,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,没办法，我就只能去了，问题是到了找不到导游，也没人联系我们，时间有限，只能进去玩，自己请了个导游，讲解三小时，很认真负责，260元。回家后今天和美团打电话，要求除了门票钱，把别的钱退给我们，因为我们没有消费，也不知道怎么消费。客服说页面详情页还是哪有，是我们没仔细看，钱已经打给商家，退不了钱。（这种信息，不应该写在显眼的地方吗）我说根据美团运营规则，不会这么快把钱打给商家，应该是一定时间后打给商家，他又说是没给商家，但和商家有合同什么的，商家不同意退钱。后来我打消协12315投诉，他又说商家不退钱，美团自己掏钱补给我30，搞笑。225元买了三张票，就进了个大门，我要求把没消费的部分退回来。我一本地人都能被坑，也是醉了。总之一个字，坑，请自动避坑。,,,,,,,,,,,,
kVr944123724,42,4,2021.10.20,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,不错、讲的很好、跟专业、值得来,,,,,,,,,,,,
_weixin236266612,42,5,2021.09.24,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）, ,,,,,,,,,,,,
鹏哥很无敌,42,5,2021.09.26,颐和园旺季成人（下午场门票）,非常不错大家去逛逛皇家园林，强烈推荐！,,,,,,,,,,,,
wSW117706080,42,3,2021.11.04,颐和园旺季优惠（上午场门票）,门票不贵，里面走走挺好的，值得一去。,,,,,,,,,,,,
clT632446637,42,5,2021.11.09,颐和园旺季成人（上午场门票）,很大,,,,,,,,,,,,
WFH657824415,42,4,2021.11.06,颐和园成人门票,入园前均可购买,价格实惠,,,,,,,,,,,
xiaohuwamama,42,4,2021.06.29,颐和园旺季成人票+金牌导游深度讲解（上午场门票）,颐和园是举世闻名的皇家园林。面积为两百九十公顷。昆明湖晶莹剔透，湖水微微泛起涟漪。万寿山满山古柏苍松，掩映着雄伟的宫殿、秀丽的楼阁。玉澜堂、乐寿堂、长廊等景点都有着历史故事。排云殿、佛香阁，这些建筑的顶都有是金色的琉璃瓦，在阳光下闪闪发光。值得一游。朱导游讲解很好，值得跟团。,,,,,,,,,,,,
匿名用户,42,3,2021.11.05,颐和园旺季成人（下午场门票）,除了停车不方便，别的都还好，总体OK的,,,,,,,,,,,,
一杯浓茶730,42,4,2021.10.30,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,参与了一次，感觉还不错，挺好的，比自己逛长知识多了,,,,,,,,,,,,
姑奶奶―YL,42,5,2021.09.27,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,非常不错，颐和园首选导游。,,,,,,,,,,,,
匿名用户,42,1,2021.11.02,颐和园旺季成人（下午场门票）,去的时候已经6点多了然后说快闭园了态度可差,,,,,,,,,,,,
WkE293575659,42,4,2021.11.07,颐和园淡季成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天的孙导,,,,,,,,,,,,
nJE519165385,42,3,2021.10.04,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,了解一下明清皇宫历史，导游讲的挺好的。,,,,,,,,,,,,
匿名用户,42,4,2021.11.08,颐和园旺季优惠（下午场门票）,好,,,,,,,,,,,,
匿名用户,42,4,2021.11.08,颐和园旺季成人（下午场门票）,好,,,,,,,,,,,,
lJl697384735,42,4,2021.11.07,颐和园淡季成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天孙导,,,,,,,,,,,,
jm117725,42,5,2021.11.07,颐和园淡季成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天孙导,,,,,,,,,,,,
TDE813251214,42,4,2021.11.01,颐和园成人票+讲解票（13:00-15:00东宫门入园15分钟一场）,请至少当天的15点30分前购买,景区很不错，空气很清新，里面人特别多，下次再来,,,,,,,,,,,
hwU188211256,42,4,2021.10.03,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天的阿锋讲解很细心，学到了很多东西,,,,,,,,,,,,
ericabetter,42,4,2021.11.02,颐和园成人门票,北京必打卡之地，环境不错,,,,,,,,,,,,
匿名用户,42,4,2021.10.02,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,美团订票真快！导游给力！,,,,,,,,,,,,
洛克奇奇,42,4,2021.11.03,颐和园淡季成人（下午场门票）,挺美的，也很大,,,,,,,,,,,,
HDL691998679,42,5,2021.11.06,颐和园学生门票+龙舟船票+导游讲解服务（9:00-15:00入园）,【交通】【项目】,,,,,,,,,,,,
Wuli春春233,42,5,2021.11.02,颐和园旺季成人（下午场门票）,下午去人少，风景好,,,,,,,,,,,,
DEP214255830,42,5,2021.09.15,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,有幸由乐享天天导游崔毅带我领略颐和园的风光，让我受益良多，万分感谢,,,,,,,,,,,,
静雅如月,42,5,2021.11.07,颐和园成人门票+导游讲解服务（9:00-15:00入园）,满意,,,,,,,,,,,,
Xez389936398,42,5,2021.10.03,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天，阿风，讲解诙谐有趣，非常棒,,,,,,,,,,,,
aER455804185,42,5,2021.09.12,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天孙岛  服务态度好,,,,,,,,,,,,
a一个旅人,42,1,2021.10.11,颐和园成人上午场票+紫竹院公园票+皇家御河游直达颐和园单程船票（紫竹院出发）,紫竹院公园本来就不要票！工作人员态度极差！1米2以下小朋友去到收费一个50元！不是颐和园的船！半小时水路体验感差！,,,,,,,,,,,,
匿名用户,42,4,2021.11.06,颐和园旺季成人（上午场门票）,好,,,,,,,,,,,,
vTt753300389,42,4,2021.10.04,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,阿峰服务很好 推荐,,,,,,,,,,,,
匿名用户,42,4,2021.08.18,颐和园旺季优惠（下午场门票）,还挺好看的，只是主楼正在施工，没看上，有点遗憾。其他还挺好，十七空桥，长廊。昆明湖，游船，美哉美哉！,,,,,,,,,,,,
Elaine_baby,42,5,2021.08.19,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天的红姐导游讲解很好。让我们感受到烟雨朦胧的颐和园。,,,,,,,,,,,,
QUX780437771,42,3,2021.11.02,颐和园旺季优惠（上午场门票）,环境优美，服务周到，值得一游，很nice,,,,,,,,,,,,
Fjf14025792,42,5,2021.08.27,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天值得推荐，很适合夏季秋季过来游玩，很凉爽，导游人员讲解也比较有历史感。,,,,,,,,,,,,
QfE602576374,42,3,2021.10.29,颐和园门票+（佛香阁+苏州街+德和园+文昌院）门票+电子导览（成人票）,还行吧，原来这么久了，还行不错挺好的,,,,,,,,,,,,
cnjanesking,42,5,2021.10.06,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,讲解的不错,,,,,,,,,,,,
匿名用户,42,5,2021.10.06,颐和园优惠下午场大门票+金牌导游深度讲解（不含园中景点门票）,讲解挺不错,,,,,,,,,,,,
云中迷雾589,42,3,2021.10.17,颐和园旺季成人（上午场门票）,颐和园很大，整体景色还可以吧，没有啥特色的，电子讲解没啥用，不如蹭会导游的奇闻趣事,,,,,,,,,,,,
kjd463594471,42,5,2021.10.15,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天，讲好说的牛，拍照又好看,,,,,,,,,,,,
ericabetter,42,4,2021.11.02,颐和园-未成年人门票,看风景,学历史,,,,,,,,,,,
xiaopeipei604,42,5,2021.09.25,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,讲解细致，值了哦！,,,,,,,,,,,,
幸运儿Lucky,42,1,2021.11.01,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,不愉快，非常差劲非常差劲非常差劲,,,,,,,,,,,,
Hlh321863946,42,5,2021.10.03,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天的啊峰还挺好的,,,,,,,,,,,,
qqxiyuan,42,5,2021.10.26,颐和园淡季成人（上午场门票）,网上预约很方便快捷，疫情期间不能现场买票,,,,,,,,,,,,
匿名用户,42,3,2021.10.22,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,整体来说景色不错，就是导游过于以挣钱为目的，不够柔和，不活道,,,,,,,,,,,,
ZAS208626908,42,4,2021.10.08,颐和园成人上午场票+紫竹院公园票+皇家御河游直达颐和园单程船票（紫竹院出发）,船要坐很久能到，船票票值了，直接到颐和园南门，颐和园很大，环境优美，去之前可以看下攻略，荷花开的时候一定更美,,,,,,,,,,,,
