id,价格,评价,评价日期,票务类型,评论,,
COH469077044,280,4,2021.06.13,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),风景很好,,
猫咪黑色袜,280,5,2021.06.12,三清山门票+索道上下行周五下午场成人票,非常好,,
匿名用户,280,4,2021.05.05,三清山风景区门票+上行下行索道票(金沙与双溪通用)-60-64周岁老人票,大雾天气，可见度不超过五米，带着老头，爬到山顶 看见了两只相互作伴的小猫，然后我就回家了。。就酱。,,
OhB709218445,280,3,2021.05.31,三清山门票+索道上下行成人票,只爬了三分之一 带了小孩太累了 不过索道确实很高,,
asG385708101,280,3,2021.05.31,三清山门票+索道上下行- 学生票,风景很美，人太多了就是做缆车的时候排了好长的队,,
DDM冬来冬往,280,4,2021.05.21,三清山门票+索道上下行（金沙与双溪通用）-成人票,只是三清山游玩很愉快，谢谢美团平台贡献的门票优惠券，让我们体会到了物美价廉的服务,,
HNI619359762,280,3,2021.05.29,三清山风景名胜区成人票门票+上行下行索道票(金沙与双溪通用),值得去，风景优美，空气清新，天然氧吧,,
Kgh382573593,280,3,2021.02.14,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),时隔8年后再次带上老母亲跟小宝一起登上三清山，说实话，这几年山里感觉没啥变化。主要：里面的地图我完全看不懂，而且很模糊看不清。问工作人员我要走小圈游玩，想带母亲看看巨蟒出山 女神峰，他给我指到西海岸去了。看了三清宫。结果走了7个多小时才下山，小孩一直跟我妈换着抱。差点没赶上下来的索道。感觉比去年爬的黄山还累。感觉不太好。经验教训啊！,,
w雅雅婷,280,3,2021.05.28,三清山门票+索道上下行（金沙与双溪通用）-成人票,推荐这是中国有名的景区三清山值得你们去玩儿,,
黄燕9100,280,4,2021.04.25,三清山风景名胜区成人票门票+上行下行索道票(金沙与双溪通用),风景是真的不错，但是山上的宾馆条件差，还贵，特别是餐厅（日上山庄）菜贵的有点离谱，点了两个菜，一个水煮鱼，一个青菜，花了192，菜贵，饭贵8元一碗，还有更贵的是没有消毒杀菌膜包的碗筷用一下也要6元一人,,
匿名用户,280,3,2021.05.29,三清山门票+索道上下行成人票,还不错，就是太累了，还有景区上面的东西太贵了,,
asG385708101,280,3,2021.05.31,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),还不错，就是厕所比较少，找了老半天,,
匿名用户,280,3,2021.04.06,三清山风景区成人票-门票+上行索道票,自驾从金沙索道上山还要从金沙索道下山 上山 下山只能做缆车  天气不好 啥也没看见,,
匿名用户,280,3,2021.04.20,三清山风景区门票+上行下行索道票(金沙与双溪通用)-学生票,风景挺好看的，就是挺远的，要很久才能到。,,
IJx794179424,280,5,2021.04.06,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),环境很棒，真的很值得来，人间仙境,,
纸上时光,280,5,2021.05.19,三清山风景区成人票-门票+上行索道票,上饶人第一次上三清山，风景没得说，早点坐缆车上去，晴天的话万里无云，很棒,,
GKT324207558,280,4,2021.05.12,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用), ,,
一起装逼一起浪。,280,1,2021.03.15,三清山风景区成人票-门票+上行索道票,三清山风景很漂亮，旅游景点工作人员态度极差。没有要他们推销的东西，就嫣然翻脸。客观评价，外双溪索道有个叫天门山庄的酒店建议大家别去，服务态度也是很不行。风景可以哈,,
YZI567993090,280,4,2021.05.23,三清山门票+索道上下行- 学生票,价格贵了贵贵贵贵贵，,,
匿名用户,280,5,2021.04.16,三清山风景名胜区成人票门票+上行下行索道票(金沙与双溪通用),挺不错的，没看到云海，有点遗憾！,,
默默的沙砾,280,3,2021.05.03,三清山风景名胜区成人票门票+上行下行索道票(金沙与双溪通用),还行，山顶景色不错，不过大致都差不多，设施有点老旧，索道真心不错，高空的景色确实不一样！下去走下去也可以，一路小溪！,,
纸上时光,280,5,2021.05.19,三清山风景区门票+上行索道票(金沙与双溪通用)-儿童票,缆车搭十分钟左右，从金沙索道上的，风景不错,,
匿名用户,280,5,2021.05.02,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),不得不说是真的累，按攻略走完，比较快6个小时搞定，整个人也累虚了，不过景色真的棒，仙气十足，可惜没有看到云海,,
匿名用户,280,4,2021.05.05,三清山风景名胜区成人票门票+上行下行索道票(金沙与双溪通用), ,,
匿名用户,280,3,2021.04.07,三清山风景名胜区成人票门票+上行下行索道票(金沙与双溪通用),风景挺好，是个各种年龄，上山后都是栈道，不累,,
uiifan,280,5,2021.04.29,三清山风景名胜区成人票门票+上行下行索道票(金沙与双溪通用),建议往外双溪服务区坐索道上去，相对来说轻松一点。,,
暴走变形金刚,280,4,2021.02.16,三清山门票+索道上下行成人票, ,,
蚊子121314,280,2,2021.04.28,三清山风景名胜区成人票门票+上行下行索道票(金沙与双溪通用),景区内道具标识很烂，指示牌信息不明确，人在哪里，该往那边有都让人看不明白。感觉这种管理对不起这么大的名头,,
美丽牵手,280,4,2021.04.08,三清山风景名胜区门票+东部金沙索道（上行）成人票,请至少当天的0点前购买,值得一游的秀丽风光，很美很赞，因为住在山上欣赏到夜晚的流星和银河，特别壮观！虽然没看到日出全景，但还是体验到壮丽！后来下雨了，有机会看到云雾蔓峰行云布雨，简直人在画中游，确实很美！,
snow_skyus,280,5,2021.05.21,三清山风景名胜区成人票门票+上行下行索道票(金沙与双溪通用),还送了优惠价，不错不错,,
Pls657951301,280,3,2021.01.16,三清山门票+索道上下行成人票,三清山是真的空气清新，风景优美，山挺高的。三清山除了奇峰怪石，还有这些造型怪异的松树，每一棵松树似乎都有了灵性，就像图二这棵像不像一只回头的孔雀，或者说像梅花鹿。生长在崖壁上的小松树更加的好看，有的孤零零的站在栈道边，有的成双成对，尤其是在这雾中，有了神秘的美。只要你有一双发现美的眼睛，就会在这里找到你喜欢的那棵最美的松树。,,
匿名用户,280,3,2021.05.06,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),景区标识不清，路上遇到解决驴友都在找路。景区内部图标，好多都已经不清晰了。,,
吖文918,280,5,2020.11.22,三清山门票+索道上行成人票, ,,
深情溺毙,280,5,2021.05.17,三清山风景区-儿童/学生票-门票+上行下行索道票(金沙与双溪通用),很好,,
深情溺毙,280,5,2021.05.17,三清山风景名胜区成人票门票+上行下行索道票(金沙与双溪通用),很好,,
深情溺毙,280,5,2021.05.17,三清山风景区-儿童/学生票-门票+上行下行索道票(金沙与双溪通用),很好,,
深情溺毙,280,5,2021.05.17,三清山风景名胜区成人票门票+上行下行索道票(金沙与双溪通用),很好,,
梦雪追阳,280,5,2021.01.15,三清山门票+索道上下行（金沙与双溪通用）-成人票, ,,
yUg812377236,280,2,2021.05.13,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),去过几次了，感觉现在没什么好玩的,,
Ruiiich,280,5,2021.04.09,三清山门票+索道上下行成人票,三清山的云雾，大雨，日头都见到了，走走停停加上缆车，一天下来也没有觉得很累，总之不虚此行，对了，爬山一定要跟合拍的朋友一起去才会比较开心，谢谢我的朋友们，很难得的旅行。,,
尘世清童,280,2,2021.05.11,三清山风景区成人票-门票+上行索道票,为啥没门票单独出售，为什么啊啊啊啊,,
Serein_,280,1,2021.04.29,三清山风景名胜区成人票门票+上行下行索道票(金沙与双溪通用),景色迷人，山峰陡峭，省内旅游头一次遇见景区游览图要花钱够买的，奇葩！！！,,
匿名用户,280,4,2021.03.19,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),双溪索道关闭，所以只好改道走金沙索道，游客超多，天上还下雨，排队就快用了一个小时，有游客加队还打起架来，人挤人，哪有防控可言。没有景区人员维护秩序。景区很美，不过起雾了，远的景色看不到。人走在其中像仙境一样，当了一次神仙，开心。,,
匿名用户,280,2,2021.04.04,三清山门票+索道上下行（金沙与双溪通用）-成人票,每个景点感觉都比较散，全程在围着山在转圈圈。缆车上的风景也是不行。走了应该有五六个小时吧。很一般的山，个人觉得还是武功山明月山会比较漂亮。山一般，没拍照。,,
Gse584421981,280,4,2021.05.04,三清山风景区门票+上行下行索道票(金沙与双溪通用)-60-64周岁老人票,需要走的路很多，比较辛苦，山还是不错的,,
KMg452145658,280,5,2021.05.07,三清山风景名胜区成人票门票+上行下行索道票(金沙与双溪通用),前台服务很好值得推荐,,
QhH308476327,280,5,2021.05.04,三清山门票+索道上下行成人票,不错的风景区，就是比较费体力。,,
欣路随心,280,3,2021.05.02,三清山风景名胜区成人票门票+上行下行索道票(金沙与双溪通用),路标非常不清楚，建议找熟人，地图不怎么启作用。,,
匿名用户,280,5,2021.03.02,三清山门票+索道上下行成人票,好 非常好 特别适合老婆孩子全家一起,,
车车行天下,280,4,2021.01.06,三清山门票+索道上行（金沙与双溪通用）成人票, ,,
初晓微芒425,280,4,2021.05.05,三清山门票+索道上下行成人票,感觉还可以，下次在上面待一晚,,
吃货猪猪侠客,280,3,2021.04.30,三清山风景区门票+上行下行索道票(金沙与双溪通用)-60-64周岁老人票,就是价格贵了点，风景还算可以吧，跟黄山不能比。,,
 ,280,5,2021.05.04,三清山风景区成人票-门票+上行索道票,5A级的景区风景还是不错的。。。。。。。。。,,
水晶芷草,280,5,2021.05.03,三清山门票+索道上下行成人票, ,,
wxhstar,280,4,2021.05.03,(暑期乐游江西）三清山门票+索道上下行联票（金沙与双溪通用）-儿童/学生票,黄山之下，就数它了。黄山之下，就数它了。,,
KwN818657489,280,3,2021.05.04,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),风景瞬息万变，挺好的的～下次再来咯～,,
Gse584421981,280,4,2021.05.04,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),索道很方便，值得一玩,,
dmzmj,280,3,2021.01.18,三清山门票+索道上下行联票 - 60-64周岁老人票（金沙与双溪通用）,三清山景色太漂亮啦，一趟下来累的不行，幸亏有二个索道，竟然也修了一段没有多长的玻璃栈道，可惜要收费，这个太。。。变成什么都经济化了。几个海岸风景都很不错，人性化设计啦，可以选择翻山还是栈道的平路。索道管的时间五点，有点早。,,
qDb252839131,280,3,2021.05.01,三清山门票+索道上下行（金沙与双溪通用）-成人票,整体还不错吧，【环境】【交通】【餐饮】,,
BdR778959237,280,5,2021.04.25,三清山风景区门票+上行下行索道票(金沙与双溪通用)-65周岁(含)以上老人票,这次是带着公公去玩的，老人家走不动，下次自己两个好好的再去玩一次,,
匿名用户,280,4,2021.05.03,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),好,,
BdR778959237,280,5,2021.04.25,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),我已经玩过两次了，感觉还没玩够，可能还会有第三次的,,
Lilyjash,280,3,2021.04.24,三清山门票+索道上下行（金沙与双溪通用）-成人票,可以约上一批亲朋好友   是个不错的地方,,
_qqh5x1350887922,280,3,2021.04.19,三清山风景区成人票-门票+上行索道票,景点内路标太少，有的还很模糊了看不清楚,,
匿名用户,280,1,2021.04.04,三清山风景区成人票-门票+上行索道票,三清山，改名叫云雾山吧，一年200多天被大雾覆盖，山上除了雾，什么都看不到，花钱受累看大雾，这是我游览过的最差的山，没有之一,,
rzznzx,280,4,2021.02.17,三清山门票+索道上行（金沙与双溪通用）成人票, ,,
Lilyjash,280,3,2021.04.24,(暑期乐游江西）三清山门票+索道上下行联票（金沙与双溪通用）-儿童/学生票,可以去玩玩                                     还不错的旅游爬山的那种游玩,,
匿名用户,280,3,2021.02.19,三清山门票+索道上下行成人票,环境可以，奇峰怪石，适合喜欢爬山的驴友！「阳光海岸景区」「日上平台」「南清园」「万寿园景区」「西海岸风景区」,,
小封渡,280,4,2021.02.23,三清山风景区成人票-门票+上行索道票,山峰林立，怪石嶙峋，似山水画境！不虚此行！连理松和巨蟒出山印象深刻o>_<o上空栈道如临虚御风，欲羽化登仙而去:D。此次登山唯一的遗憾没见到云海缥缈，可能天气没碰到最佳时期。另外路标示意图景区需多做些工作，第一次去还是比较不好找。整体感觉都很棒！！！！！,,
wh吾空,280,5,2021.04.21,三清山风景区门票+上行下行索道票(金沙与双溪通用)-60-64周岁老人票,设备齐全，环境卫生，索道非常捧。,,
dAA111357116,280,3,2021.03.20,三清山风景名胜区成人票门票+上行下行索道票(金沙与双溪通用),环境不错，就是得要一大早去才能逛完吧！,,
JZ1927,280,2,2021.02.17,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),天气好，风景更美，就是小吃有点少,,
匿名用户,280,3,2020.12.10,三清山门票+索道上下行成人票, ,,
wNs167009777,280,4,2021.04.18,三清山门票+索道上下行（金沙与双溪通用）-成人票,挺不错的风景不错下次还会再来,,
qnT167215273,280,3,2021.01.01,三清山门票+索道上下行（金沙与双溪通用）成人票,有缘天气十分好，正好没什么游客喜欢这种不被打扰的感觉直奔核心景观巨蟒出山和神女峰山下8：30阴阴的像要下小雨上了金沙索道航行一段时间后豁然开阔，置身云海中，太美，有点激动我不知道是不是前一天下雨的缘故，次日的云海特别多，好美…,,
芭比林,280,5,2021.04.16,三清山门票+索道上下行（金沙与双溪通用）成人票,不虚此行,,
沙里藏金574,280,2,2021.04.10,三清山风景名胜区成人票门票+上行下行索道票(金沙与双溪通用),雾气太浓，远景看不清，路标太少。,,
匿名用户,280,2,2021.03.29,三清山门票+索道上行（金沙与双溪通用）成人票,雾大 啥也看不见 好多景观都看不到 来的时间不对 听当地人说一年大多数天都是雾,,
RCA467024160,280,5,2021.02.12,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),真的是风景如画，太美了,,
unO285070179,280,4,2021.04.08,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),风景很美,,
bb930ping515,280,2,2021.04.05,三清山风景区-儿童/学生票-门票+上行下行索道票(金沙与双溪通用),票有点高，天气很差，啥也看不见,,
泳Chen118,280,3,2021.03.30,三清山风景名胜区成人票门票+上行下行索道票(金沙与双溪通用),偶客人的好季节斑斑驳驳喝牛奶能被更多的方便,,
KMl239403756,280,5,2021.03.28,三清山门票+索道上下行成人票,景色很不错。三清山的山很有特点，然后还看到了松鼠。,,
大哥89,280,5,2021.03.23,三清山门票+索道上下行成人票,虽然我去的时候天气不是很好，下着雨，但是风景还是蛮不错的，下回再去,,
cjq619278934,280,3,2021.03.28,三清山门票+索道上行成人票,节假日去的排队3小时，在累了，以后平常曰子去,,
敏丫丫宝贝,280,5,2021.03.16,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),风景很美刷身份证 索道5点关了 没下去山 被迫山上住一晚600块 环境差没有有空调没有热水,,
fm01050727,280,2,2021.03.04,三清山风景区门票+上行下行索道票(金沙与双溪通用)-60-64周岁老人票,如果所有的门票都是对本地人优惠，外地人大老远来玩还被歧视，我觉得这个政策就是不鼓励其他地方的人来，那么你们上饶人多去就够了,,
匿名用户,280,1,2021.03.14,三清山风景名胜区成人票门票+上行下行索道票(金沙与双溪通用),没什么意思，因为亚健康不爱爬山的千万别去，没那个体力，白天景会让你失望，比较适合爱爬山运动的人群！！！,,
yywei600215,280,5,2021.03.29,三清山风景区门票+上行下行索道票(金沙与双溪通用)-60-64周岁老人票,非常棒！方便快捷！一个很不错的选择！,,
Cdg206518009,280,4,2021.04.03,三清山门票+索道上下行（金沙与双溪通用）-成人票,可以,,
ccf_63,280,3,2021.03.15,三清山门票+索道上下行（金沙与双溪通用）-成人票, ,,
伊伊1123,280,2,2021.03.27,三清山风景名胜区成人票门票+上行下行索道票(金沙与双溪通用),景色一般，价格太高，不值这个价。,,
fzw252095731,280,1,2021.03.26,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),差评，太差劲了。把我昨天的评价还给删了，垃圾景区。,,
我就是请叫我美伢,280,5,2021.03.21,三清山风景名胜区成人票门票+上行下行索道票(金沙与双溪通用),赶上下雨什么都没看见非常遗憾，但是有机会一定要再去，很美,,
不要放香菜吖,280,1,2021.02.12,三清山风景名胜区成人票门票+上行下行索道票(金沙与双溪通用),没有使用的不可以退款  对美团很失望  以后不用了,,
lXS474065514,280,5,2020.10.05,三清山门票+索道上下行（金沙与双溪通用）成人票,交通：上饶市区早上7:40出发，车票在上饶出行公众号购买，大概9点多到的景区。晚上5点在东门返回市区，一个半小时。门票：买了上下索道加门票，花了232，如果玩一天，上下索道很有必要，索道大概10多分钟。时间：9点进入景区，下午2点半出来，花费了5个半小时。由于当天要返回市区，又是一个人，担心时间不够用，所以没去三清宫，还是有遗憾的，听别人说，去三清宫要花1个半小时。上山台阶较多，山里边以缓坡为主，栈道，没有特别累。风景：很成熟的景区，指向牌明确，隔一段路就会有定位图。山里凉飕飕的，不会太热，反而会冷，带件外套，山雾弥漫很漂亮，但是有的地方雾太大了，只能听见人说话，看不见人和风景。山真的真的很漂亮，还有不怕人的小松鼠。其他：景区内有买东西的，景区租金高，而且都是人力扛上去的，贵也要理解，也希望不要乱扔垃圾，垃圾桶隔不远处就有。东门有一个邮政，盖了与景色对应的邮戳，行程结束前的小惊喜。10.3去的，开始人没有很多，但是在下山索道位置排了好久的队，要合理规划时间。,,
UQE370602915,280,5,2021.02.08,三清山门票+索道上行成人票,仙境,,
BZx280784557,280,4,2021.02.15,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),很美，真心值得去,,
匿名用户,280,2,2021.03.16,三清山门票+索道上行成人票,三清山风景不错，可是门票和索道价格偏高。,,
tXV695206943,280,3,2021.03.19,三清山风景区门票+上行下行索道票(金沙与双溪通用)-60-64周岁老人票,风景不错，云雾缭绕，仿佛仙境一般。,,
rZf840077970,280,4,2021.02.23,三清山门票+索道上下行（金沙与双溪通用）成人票,很壮观的景色，和家人亲戚一起去的，还带了5岁的小朋友呢，都玩的蛮开心的「三清宫景区」「西海岸风景区」「万寿园景区」「日上平台」「阳光海岸景区」「南清园」,,
tXV695206943,280,3,2021.03.18,三清山风景区成人票-门票+上行索道票,环境不错，很干净，就是票价太贵了。,,
ato356959499,280,5,2021.02.04,三清山风景名胜区成人票门票+上行下行索道票(金沙与双溪通用),保持热爱,,
kvv263510698,280,5,2021.03.20,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),好的ok！,,
pkS761584818,280,2,2021.03.12,三清山风景名胜区成人票门票+上行下行索道票(金沙与双溪通用), ,,
fm01050727,280,2,2021.03.04,三清山风景名胜区成人票门票+上行下行索道票(金沙与双溪通用),环境好，但是配套设施一般，门票也贵，本地人便宜，不公平，歧视外地人,,
ZPy123946055,280,3,2021.03.16,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),【交通】【项目】【环境】【项目】,,
htS333117177,280,5,2021.03.13,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),非常值得一去的景观,,
OJY510735905,280,5,2020.12.02,三清山风景名胜区语音导览票（不含门票）,上山阴雨中午晴，领略别样三清山。从景色到服务，堪称一流。去的当晚正赶上第三届江西民族艺术节，那叫一个热闹，各色小吃特产帅哥美女，堪比十五灯会。可惜景区太大，只转了三分之一，有机会还会去的。,,
DLz329180049,280,1,2021.03.09,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),服务态度极差，路标指示不清楚，不好,,
酒窝王子么么哒,280,2,2021.03.10,三清山风景区成人票-门票+上行索道票,主要是有雾什么也看不见，白来了。,,
杯中残酒154,280,5,2021.03.08,三清山门票+索道上行成人票,就是太累了        不过也值得   去年去的黄山不愧是姐妹山,,
小发发一朵,280,3,2021.03.06,三清山门票+索道上下行成人票,很锻炼身体，还不错，距离很近，开车去很方便,,
嘉嘉v587,280,5,2020.12.02,三清山门票+索道上下行周五下午场成人票, ,,
匿名用户,280,5,2020.11.19,三清山门票+索道上下行（金沙与双溪通用）成人票,三清山真的非常好玩，强烈推荐去玩一下。大家一定要早点出发，就在景区边上的吃住其实都挺实惠的。可以在下面（入口）住宿（比较实惠），也可以在山上过夜，其实都是不错的选择。然后坐缆车上去，慢慢玩，慢慢爬。爬山的路挺累的，所以要慢慢来，风景太漂亮啦，再坐另外一条缆车下来，然后坐车回我们停车的地方。里面的看的项目比较多，可以选择玩2天,,
FAT493094447,280,5,2020.12.05,三清山门票+索道上下行成人票,三清山景区让人很惊喜，比想象的还要好，风景秀丽，景色宜人，有几个有名景点，巨蟒出山，女神峰，除此以外，高空栈道的形式串联起了几个景区，非常棒，而且全程平路较多，对体力要求不高，山石各异，景色不输黄山，不虚此行,,
rZf840077970,280,4,2021.02.23,三清山门票+索道上下行（金沙与双溪通用）成人票,很壮观的景色，和家人亲戚一起去的，还带了5岁的小朋友呢，都玩的蛮开心的,,
玛维影子,280,1,2020.09.26,三清山风景名胜区语音导览票（不含门票）,{体验}  天下第一仙山的摩崖石刻，非常张扬的刻在山臂上，但是名副其实，完全配得上第一。整个景点一天要逛完有点困难，非常赶时间，走马观花的把西海岸，阳光海岸和南清园三大景区走完，至少需要8个小时，所以最后赶在索道结束前，正好走完。三清山不愧为5A级景色，景色绝佳，让人流连忘返。山下炎热，山上凉爽，绝崖边的空中栈道能一览峻美山体。在爬山途中碰到几只可爱的小松鼠，意外惊喜！如果再来的话，还是需要在山上住一晚来的合理，这样可以兼顾看日出和日落。山上便利店收费还算比较合理，整个景区都非常干净，游玩体验很棒。不过还是要吐槽一下门票确实感觉稍微有点小贵了，还好我在武.吉.美.拉App买的便宜票。{总结}  三清山游览不虚此行，超出心理预期，非常壮观的花岗岩山体。行走在世界最长最高的平面栈道上，欣赏山色风光，怡然自得轻松自如。必须点赞五星好评。有机会还会再去。体验很好，值得推荐，景色不错。,,
匿名用户,280,2,2021.02.28,三清山门票+索道上下联票儿童/学生票（金沙与双溪通用）,太贵了，啥折扣都没有享受到，不好玩,,
YAN215007605,280,4,2021.03.01,三清山门票+索道上下行成人票,不错,,
YAN215007605,280,4,2021.03.01,三清山门票+索道上下行联票 - 60-64周岁老人票（金沙与双溪通用）,不错,,
YAN215007605,280,4,2021.03.01,三清山门票+索道上下行 - 65周岁及以上老人票（金沙与双溪通用）,不错,,
匿名用户,280,3,2021.02.28,三清山风景名胜区手机语音导览票（不含门票）,抱着尝试的态度，试了下还不错。。。。。。,,
匿名用户,280,5,2020.12.13,三清山门票+索道上下行（金沙与双溪通用）成人票,【交通】很方便。一下就到了。很喜欢。这次陪着家人一起来的【项目】玩了很多项目。一天不够。应该要玩两天。【环境】很美。很壮观【餐饮】好吃。不知道说什么。反正就是好可以多来看看。呼吸新鲜空气。美美哒。小宝喜欢,,
fjU649577788,280,3,2021.02.22,三清山风景名胜区门票+双程外双溪索道(成人票),请至少当天的0点前购买,【环境】山青水绿【交通】山路十八弯【项目】上下缆车,
紫玥999,280,5,2020.12.09,三清山门票+索道上下行成人票,仙人东方生，浩荡弄云海。沛然乘天游，独往失所在。值得每年都去一次的地方，是净化心灵深处最美好的地方哈哈个人拙见。,,
cloudyw106,280,3,2020.12.15,三清山门票+索道上下行医护人员票,还是很不错的 路口多的指示牌不是很多 景点的地图几个版本 建议网络订票的还是先取票 票上应该是有地图的,,
蕾蕾8557,280,2,2021.02.14,三清山风景名胜区成人票门票+上行下行索道票(金沙与双溪通用), ,,
HnN432089258,280,3,2021.02.17,三清山风景名胜区成人票门票+上行下行索道票(金沙与双溪通用),风景不错，腿都要废了，不过也值得,,
Qax949435790,280,4,2020.12.27,三清山门票+索道上下行（金沙与双溪通用）成人票,因为山上起了大雾，主要的景观都没看到。但是最主要是和女朋友一起去的，第一次一起旅游，很感恩。,,
Fqf536068807,280,1,2021.02.15,三清山风景区成人票-门票+上行索道票,网络通票不好使。。。。。。。。。。。,,
Txw158514528,280,3,2020.11.02,三清山门票+索道上下行成人票, ,,
YtQ740651007,280,3,2021.02.06,三清山门票+索道上行（金沙与双溪通用）成人票,时间短，走马观花的看了两个景区，有机会再上三清山,,
悦耳817,280,3,2021.02.09,三清山门票+索道上下行（金沙与双溪通用）-成人票,去，值得去，约上三五好友…大家有空的去哈,,
孙琳莉875,280,4,2020.10.11,三清山门票+索道上下行成人票,风景真的很好，不过去的时候天气雾大，拍照抓时间，然后如果要同索道上下，需要走回头路或者绕一大圈，建议必须带地图，不然容易绕远，我们去了一天没有全部走完，没有地图一直问人怎么走，大多数人也是乱走，山顶凉，要穿毛衣外套，但是雨衣不下雨不是特别必要，买雨衣的说山上风大会把伞吹走，如果不是雷雨天应该都不用雨衣和伞。要提议的是，游客中心的厕所太差了，五星景点厕所没水，竟然要从大水桶舀水冲厕所，还要排队，可以去景区门口另一个厕所，比较空。我们十一去，进景区还需要取号。,,
全家福105870,280,3,2020.12.04,三清山门票+索道上下行（金沙与双溪通用）成人票,夏有凉风 冬有雪，这个季节去游览三清山，上午不建议上山，因为雾气大 湿度大，气温极低,,
Udm871679768,280,5,2021.02.05,三清山门票+索道上行（金沙与双溪通用）成人票,不枉此行，雪景真的很美很漂亮。让人流连忘返,,
NTK627935602,280,4,2021.02.07,三清山门票+索道上下行成人票,好评好评,,
rMt482820567,280,5,2020.10.03,三清山门票+索道上下行（金沙与双溪通用）成人票,索道性价比还可以。节假日推荐早上早点出发，可以省排队以及在山上人挤人的时间。2020.10.02 07:00点到金沙索道检票口的(网购票要先取号然后叫号的)，然后过女神峰(一圈)，再从西海岸到三清宫，最后从阳光海岸回来金沙索道，13:30左右下山。全程就偶尔停一下，基本都在走，路上还有小松鼠。上午的时候人不多，下山到中午左右就上山人很挤，还好我是下山。,,
保益堂养生医疗馆,280,5,2020.10.09,三清山门票+索道上下联票儿童/学生票（金沙与双溪通用）,“清绝尘嚣天下无双福地,高凌云汉江南第一仙峰”早上的三清山云雾缭绕，置身其中如临仙境。慢慢太阳出来，隐藏在云雾中的奇石一一显现，东方女神、巨蟒出山、老道拜月栩栩如生，感叹大自然的鬼斧神工！在山间时不时可以碰到可爱的小松鼠，在林间时不时听到相思鸟婉转的啼鸣，山风习习，如此惬意……山下的三涻民宿朴素确温馨，房东老板的饭菜，简单的江西家常菜确也美味。,
江勝,280,3,2020.10.17,三清山门票+索道上下行（金沙与双溪通用）成人票,云海天涯三清福地国庆与朋友一行仍是记忆犹新道观的屋檐长满了青苔部分旧时的房檐已不再但依稀可见的是断壁残垣砌过的墙角去三清山一定要去三清福地道观里面有两层喜欢道文化的朋友一定要亲临现场感受…,,
UzB421585473,280,5,2020.10.17,三清山门票+索道上下行（金沙与双溪通用）成人票,国庆假期去的，因为路途远到达景区时已经是中午，好在景区做好准备工作，组织叫号，人员不集中，疫情期间釆取措施，值得称赞。组织有序排队，1000多号等了1个多小时就坐上缆车，山上风景很美，因陪上老人所以只游玩了小圈，下次有机会玩大圈。推荐游玩！,,
Dph240259081,280,5,2020.10.03,三清山门票+索道上下行成人票, ,,
UzB421585473,280,4,2020.10.17,三清山门票+索道上下行 - 65周岁及以上老人票（金沙与双溪通用）,国庆节假期陪家人一起自驾游，因为老爸老妈年龄大了，所以全部买的上下索道，因景区组织有序等了一个多小时就上山了，山上风景很美，因为有雾所以显得格外有仙气十足，山石秀美，树木有形，值得游览，有小、中、大圈的选择，根据自己的身体状况和时间来选择路线。值得推荐！,,
匿名用户,280,4,2020.11.21,三清山门票+索道上下行（金沙与双溪通用）成人票,5a景区值得推荐。早上赶上下雨，中午晴天，下午有些雾。索道上下单人费用加索道票价245。价格有些高，但是值得去。,,
leon20110601,280,5,2020.12.29,三清山门票+索道上下行（金沙与双溪通用）成人票,上去就碰到这样的云海。比黄山云海要漂亮。,,
LiuHsong,280,4,2021.01.18,三清山门票+索道上下行（金沙与双溪通用）成人票,价格实惠,,
匿名用户,280,3,2020.12.13,三清山门票+索道上下行成人票,看见外双溪索道维修，打电话给景区，五个没人接听。车子开进停车场就是三十块，如果在醒目位置贴出告示，直接去另一个索道口了，多走几十公里。服务真是太马虎。,,
