id,价格,评价,评价日期,票务类型,评论,
Queenxiao猫,418,5,2021.02.12,张家界核心景区武陵源4日成人票(张家界国家森林公园),设施和服务都挺好的，环境特别特别好，就是去的时候是冬天，感觉特别冷，很干燥，又没有下雪，雾气特别重，所以能见度不是很高，那边有很多猴子，还挺好玩的，猴子一点都不怕人，你喂给它吃东西的时候，他会轻轻的从你手上拿过去,
是尹尹子呀,418,1,2021.05.20,张家界核心景区武陵源（儿童/老人/学生）4日票, ,
cwO739227148,418,1,2021.05.03,张家界核心景区武陵源4日成人票(张家界国家森林公园),买了票当天到现场排了队，排到我们然后说我们定的票没有登记入系统，后来打电话联系客服才知道，原因是美团系统出错了，没登记到，又不通知我们，五一劳动节白白浪费我们时间排队,
胡二妹5170,418,2,2021.05.02,张家界核心景区武陵源4日门票成人票(吴家峪入口),景还好，服务不到位，这么大景区基本上看不到休息区和开水，景区标牌也不清楚，问路惜字如金，对比一下九寨沟景区，模式差不多，但服务差远了，对于5A景区很失望。,
su1415,418,3,2021.05.27,张家界核心景区武陵源4日门票成人票(吴家峪入口),还可以，就是景点太分散了，没游完好多地方,
匿名用户,418,3,2021.05.28,张家界核心景区武陵源4日门票成人票(吴家峪入口),猴子太嚣张了，然后本地人不可以相信，都是骗人的,
mzx174152573,418,1,2021.05.20,张家界核心景区武陵源成人票+环保车（4日票）,人没进景区，居然说票已用，这不是骗人吗？这样的商家也能进入平台！,
匿名用户,418,3,2021.01.23,张家界核心景区武陵源4日成人票(张家界国家森林公园),两百多的门票，就是看山，有点特别，但是没有下雪也没有云海，体验就一般般了，进去还要买天梯和缆车的门票，一个六七十，要玩遍整个景区就要四百块了，差点意思，不买里面的两个天梯缆车门票就只能在山下看很普通的景色有点强制消费的意思，天梯几十块钱，匆匆的就被工作人员塞进已经挤满人的电梯里去，前面全是人头根本看不到外面的景色，钱花的很不值，地图上的景点很多都是看着那个山像什么就安个名字上去，有点勉强。最好看就是迷魂台的景色，有点险峻。,
caoke1130,418,3,2021.05.24,张家界国家森林公园-武陵源四日+环保车成人票,看山去张家界，看水去九寨沟，不是浪得虚名的,
山水有相逢0017,418,4,2021.05.21,张家界核心景区武陵源（儿童/老人/学生）4日票,景色没有天门山那么好看，各个景区之间的环保车坐的想吐。,
SlD583639756,418,4,2021.05.28,张家界核心景区武陵源（儿童/老人/学生）4日票,空气好、管理好，玩的开心！,
xlX885416262,418,4,2021.04.04,张家界核心景区武陵源（儿童/老人/学生）4日票,风景很美,
SlD583639756,418,4,2021.05.28,张家界核心景区武陵源（儿童/老人/学生）4日票,空气好，井然有序，都很好！,
bCQ648457911,418,5,2021.02.19,张家界核心景区武陵源4日成人票(张家界国家森林公园),整体来说，要自己选好天气出门，这个季节去还是不太好，买索道票直接找门口的工作人员买还方便些。风景还是不错的。我们去正好下雨了，路线的话可以走标志门索道上，游天子门，游杨家界，游黄家界，走百龙天梯下站，第二天游金鞭溪等。不用上山了。,
w哎哟y,418,3,2021.05.16,张家界核心景区武陵源4日门票成人票(吴家峪入口),总体值得一看，景区主门票可以连续有效3天反复入院，联系做好行程安排！,
bYL946369593,418,4,2021.05.18,张家界核心景区武陵源4日成人票(张家界国家森林公园),「杨家界」「百龙天梯」「十里画廊」「杨家界索道缆车」「天子山索道」「初游仙境」,
匿名用户,418,2,2021.05.20,张家界核心景区武陵源4日门票成人票(吴家峪入口),太大了，好多特色景点没有走完，很可惜，风景怡人,
liu601054347,418,3,2021.05.24,张家界核心景区武陵源成人票+环保车（4日票）,希望公交车能来个窗什么的，太晕了,
GsJ821481724,418,3,2021.05.24,张家界核心景区武陵源四日通票成人票（地推票）,风景确实不错，就是管理有点乱。,
sLT582528022,418,3,2021.05.23,张家界核心景区武陵源（张家界国家森林公园）四日通票成人票,那天去天气不好，只看到外面雾蒙蒙的！,
匿名用户,418,3,2021.05.20,张家界核心景区武陵源4日成人票(张家界国家森林公园),很好玩，空气很好，大自然真的很神奇,
匿名用户,418,1,2021.05.04,张家界国家森林公园-武陵源四日+环保车成人票,在美团上提前预定的票到闸机口进不去显示未激活，而且有好多人都是在美团上定的都进不去，还不能在窗口上重新买！,
项小越,418,2,2021.05.10,张家界核心景区武陵源4日成人票(张家界国家森林公园),进去之后索道，电梯什么的又得重新买票，不爽利，买票的时候又得排好久队,
UDu616616815,418,2,2021.05.07,张家界国家森林公园-武陵源四日+环保车成人票,感觉没啥惊艳，除了坐车就是坐车，景色很重复，走路根本时间不够。服务挺好的。,
一个奇怪dr人,418,2,2021.05.18,张家界核心景区武陵源4日门票成人票(吴家峪入口),没公攻略别进去   爬山退都断了  没玩到什么,
Mai531417401,418,1,2021.05.02,张家界核心景区武陵源（儿童/老人/学生）4日票, ,
TokAyo009,418,5,2021.05.16,张家界核心景区武陵源（儿童/老人/学生）4日票,环境很好！！！一张票可以玩4天！,
深蓝蓝的天,418,4,2021.05.14,张家界核心景区武陵源4日门票成人票(吴家峪入口),一天逛不完得两天,
向总、,418,1,2021.05.14,张家界核心景区武陵源4日门票成人票(吴家峪入口),天气原因没去成，又不给退票，退票理由不充分,
tangli800123,418,2,2021.05.06,张家界核心景区武陵源4日成人票(张家界国家森林公园),去的时候下雨，什么都看不见，有点可惜，人也超级多，应该不会再去了,
匿名用户,418,3,2021.05.05,张家界核心景区武陵源4日门票成人票(吴家峪入口),张家界很美，就是有点儿耗体力，景区吃的比较贵，建议自带,
mjwgtm,418,3,2021.05.11,张家界核心景区武陵源（张家界国家森林公园）4日门票（儿童/老人/学生票）,风景宜人，山很险峻，适合乘坐各种索道游玩,
fEW680387054,418,3,2021.05.03,张家界核心景区武陵源4日成人票(张家界国家森林公园),有些景点值得一看，有些景点感觉就是一些石柱被说成了神话故事，而且路程很远，很累人！,
匿名用户,418,2,2021.05.08,张家界核心景区武陵源4日门票成人票(吴家峪入口),票价高，管理一般，游览线路复杂，进景区后不知所措,
卧灬龙,418,4,2021.01.08,张家界核心景区武陵源成人票+环保车票（4日票）,总体来说这地方不错，景色都还可以，喜欢徒步可以来，懒的也可以坐各种设施，不过这种地方还是多走走好，导游只会带你走省时省力的地方，你会错过很多，188玩4天可以了，值这个价，山也不难爬，#乱窜破到上面公路35分钟从公路走个5分多钟到袁家界。#大氧吧广场到黄石寨52分钟。#十里画廊天子山蹬至天子阁70分钟。#整个金鞭溪全程走下来70分钟,
沈清秋521,418,3,2021.05.12,张家界核心景区武陵源（儿童/老人/学生）4日票,天气不好～很难受～大家出游看好天气,
rTD317556337,418,1,2021.05.02,张家界核心景区武陵源（儿童/老人/学生）4日票,态度极差，为了让你上车说几分钟就到了，结果坐了半个多小时。里面还要继续买票。,
曾哥大帝,418,5,2021.05.13,张家界核心景区武陵源4日成人票(张家界国家森林公园),很好，就是下暴雨可惜了,
玄小七,418,5,2020.11.26,张家界核心景区武陵源（张家界国家森林公园）4日成人票,重点提醒 防爆攻略资深玩家 告诉你怎么玩 直接说重点晴天很幸运大雨天 雾天 也有别样的精彩 先说交通 张家界火车站 出站左手边有旅游汽车到武陵源标志们 13一张。到森林公园12一张。第一趟6点半左右。张家界西站，可以出站直行 到大马路上。看到旅游车直接招手停，车上二维码付款。也可以转车6.17路公交1元 到达张家界火车站。接下来说 路线。一日游 主要景点全包。一路下山游，轻松快乐。武陵源标志门-天子山索道下站-上站-贺龙公园-杨家界所有景点-袁家界所有景点-后花园，乱窜坡下山-金鞭溪-大氧吧广场-森林公园南门一天刷下来 下午3点结束 4点之前到达了市区。来得及的话 回长沙都赶趟。重点：自由行就自由到底，不要相信任何和你搭讪的人，包括公交车上坐在你前后的和你搭讪的大姐阿姨，全是套路。出站口 一定不要理他们，也不要相信任何的司机 包括滴滴司机。也不要相信宾馆下面的旅行社。热情好客的 一定不要搭理他们。话术套路 几句就沦陷。自己做攻略 能玩的很好[OK]来过很多次 吃住行都能回答 有不懂的 给我留言。最强攻略和解答 统统恢复您嘞！[调皮],
喵喵小黑球,418,5,2021.01.15,张家界核心景区武陵源4日门票成人票(吴家峪入口), ,
匿名用户,418,4,2021.05.09,张家界核心景区武陵源4日门票成人票(吴家峪入口),就去了两个小时……,
Ras321023705,418,3,2021.05.02,张家界核心景区武陵源4日成人票(张家界国家森林公园),比天门山感官好很多，希望杨家界可以早日开放，猴子确实有点凶,
HRu801586105,418,4,2020.12.31,张家界核心景区武陵源4日门票成人票(吴家峪入口),张家界武陵源地貌奇特，天气晴好的时候看全貌非常壮观！迷魂台附近几个景点强烈推荐。因为时间原因，没有去成金鞭溪有点遗憾。十里画廊景点不推荐。当地美食是吃三下锅，本地的鱼也可以。如果找不到合适的餐馆，直接推荐去湘菜馆。推荐住在山脚下的酒店客栈，不用走那么远。不推荐旺季节假日去，不然排队特别久。天门山推荐去，时间充足的可以去下芙蓉镇,
懵懂没顶没底,418,3,2021.05.09,张家界国家森林公园-武陵源四日+环保车成人票,除了百龙天梯都非常好玩，下雨天更仙,
孙小艳艳艳,418,4,2021.03.08,张家界核心景区武陵源（张家界国家森林公园）4日门票（儿童/老人/学生票）,可能是去的时候季节不对？山上好冷。风好大，人也多。风景确实不错。时间够的话可以慢慢欣赏,
ivi475568168,418,5,2021.05.02,张家界核心景区武陵源（张家界国家森林公园）4日门票（儿童/老人/学生票）,景区地方大，有些景点标志不明显。需要额外消费的地方多。,
FOX坏坏,418,4,2021.03.19,张家界核心景区武陵源4日成人票(张家界国家森林公园),不错很好。氧含量很高 空气质量好,
hUu671069642,418,3,2021.05.06,张家界核心景区武陵源4日成人票(张家界国家森林公园),风景很好，就是服务没跟上，可能五一人多的原因,
aYu387392687,418,5,2021.05.08,张家界核心景区武陵源4日门票成人票(吴家峪入口),时间太少了，还能一半景点没逛完。,
Smmv.F,418,4,2021.03.24,张家界核心景区武陵源（张家界国家森林公园）4日通票成人票,风景优美,
匿名用户,418,4,2021.05.08,张家界国家森林公园-武陵源四日+环保车成人票,很愉快的一次旅游,
gDO269432194,418,4,2021.05.04,张家界核心景区武陵源4日成人票(张家界国家森林公园),风景很好看 回想起来 只记得风景好看和排队人很多了,
匿名用户,418,3,2021.05.06,张家界核心景区武陵源四日通票成人票（地推票）,到景区晕车晕的厉害，全程玩的还不错,
coolplay880,418,4,2021.05.06,张家界核心景区武陵源4日成人票(张家界国家森林公园),爬上去的话，一天半到2天可以游玩。千万不要下雨去。,
月黯离别苦,418,3,2021.05.03,张家界核心景区武陵源门票东南门（梓木岗门票站）（成人票）（8:30-9:30）,不是很合我胃口，也就一般吧，人挤人也是意料之中,
JJc327664601,418,4,2021.05.08,张家界核心景区武陵源（儿童/老人/学生）4日票,雨中游黄石寨就像仙境,
我仍感激upup,418,3,2021.02.07,张家界核心景区武陵源（张家界国家森林公园）4日通票成人票,还是挺失望的哈哈，可能去的季节不对吧～建议提前做好功课挑一个最美季节再去～百龙天梯没有那么吓人哈哈，我比较恐高坐这个也感觉良好，比较缓慢，没有想象中那么极速吓人金鞭溪还是挺美的～记得不远处有片猴山？猴子会抢吃的要注意安全。,
苗苗Jim,418,3,2021.03.30,张家界核心景区武陵源4日门票成人票(吴家峪入口),下雨天什么都看不见，上去了之后还有一大半景区在装修，也没有提前给说下，总之一般般，景区门票还有索道观光直梯真的是全国最贵的没有之一，两个人自驾游从西安出发，什么也没有买，花了6000多，,
Mr.Zhang376,418,1,2021.05.02,张家界核心景区武陵源（张家界国家森林公园）4日门票（儿童/老人/学生票）,网上订的门票景区不认，只能在窗口重新订，还不让你退票，故意坑人。,
匿名用户,418,1,2021.05.02,张家界核心景区武陵源4日成人票+表演票2选1,服务一点都不周到 什么时间都是乱的 气煞我也 再也不来了,
小小猫9988,418,5,2021.05.03,张家界核心景区武陵源门票南门（森林公园门票站）（成人票）（11:30-17:00）,大美张家界！!!,
DDRegina,418,4,2021.05.06,张家界核心景区武陵源4日成人票(张家界国家森林公园),挺不错的,
小笨鸟T,418,5,2021.04.07,张家界核心景区武陵源自助餐成人票,美,
EKc413022322,418,4,2021.05.08,张家界核心景区武陵源4日门票成人票(吴家峪入口),还行吧,
匿名用户,418,1,2021.05.04,张家界核心景区武陵源门票南门（森林公园门票站）（成人票）（8:30-9:30）,真心的劝大家不要去，一步一坑，连环套。,
啊啊啊6862,418,2,2021.05.03,张家界核心景区武陵源门票南门（森林公园门票站）（成人票）（7:30-8:30）,花了66元坐了一分钟电梯，而且还爆满，受不了。,
匿名用户,418,1,2021.05.04,张家界核心景区武陵源4日成人票(张家界国家森林公园),真的一般，生气生气生气，名不副实,
周明彦90,418,4,2021.03.09,张家界核心景区武陵源4日门票成人票(吴家峪入口),和朋友一起去玩的，玩了两天，这可能是我最难忘的一次旅行。,
zxwj0928,418,2,2021.03.20,张家界核心景区武陵源4日门票成人票(吴家峪入口),工作人员态度不好，每个景区进本都要坐车太累了大部分时间都花在车上了，天梯和索道缆车都要自费而且很贵，这样算下来天门山比武陵源好太多了，至少它电梯和索道缆车是一起包完了的，武陵源去了一次就不想再去了,
H2020叶子,418,3,2021.04.14,张家界核心景区武陵源4日成人票(张家界国家森林公园),杨家界暂时没开放，交通车不够透明，引导不够，门票有效期很赞。景区内有必消费缆车和电梯，否则景点去不了。,
wUf183371116,418,4,2021.05.03,张家界核心景区武陵源4日票+导游讲解（成人票）,还好的 就是要玩几天才玩的完,
喜帖街909,418,4,2021.05.04,张家界核心景区武陵源4日成人票(张家界国家森林公园),不错还行,
z宝中宝,418,5,2021.05.03,张家界核心景区武陵源4日成人票(张家界国家森林公园),美不胜收，值得去的地方，不去会后悔的。,
UFA982682913,418,3,2021.05.01,张家界国家森林公园-武陵源四日+环保车成人票,还不错，挺好的，玩了两天，景色不错,
追风捕影07,418,4,2021.04.11,张家界核心景区武陵源4日成人票(张家界国家森林公园),设施完备，好像仙境一般，值得—游。,
匿名用户,418,4,2021.04.27,张家界核心景区武陵源（张家界国家森林公园）4日通票成人票,比较累，风景好空气好，人多,
吉他能及他,418,3,2021.04.28,张家界核心景区武陵源（张家界国家森林公园）四日通票成人票,还不错就是门票贵，走了一天的路,
TQT13087711014,418,4,2021.05.02,张家界核心景区武陵源（张家界国家森林公园）四日通票成人票,风景美,
zochengo,418,4,2021.05.02,张家界核心景区武陵源4日成人票(张家界国家森林公园),大，好看，累,
池鱼kk,418,5,2021.01.06,张家界核心景区武陵源（张家界国家森林公园）四日通票儿童/学生/老人票, ,
tiantiannnice,418,2,2021.04.21,张家界核心景区武陵源4日门票成人票(吴家峪入口),景区管理混乱，到处乱插队，园内坐车超载，路标过少,
匿名用户,418,1,2021.02.18,张家界核心景区武陵源4日成人票(张家界国家森林公园),门票买了进不去，幸亏还有现场买票，现场买也非常方便，有问题也能及时解决。网上的票弄得我来回跑，还不让我退，买了凭身份证进不去，没有票的信息，人工窗口也查不到购票信息，我服了，美团让我自己背锅，一分钱不退，呵呵，张家界很美，美团，差评，下次可以考虑在别的平台买票吧,
lnddljl,418,5,2021.04.16,张家界核心景区武陵源4日门票成人票(吴家峪入口),购买方便也优惠挺多。，使用更方便。进入景区凭身份证刷脸即可顺利完成。,
pAv731251851,418,4,2020.11.25,张家界核心景区武陵源4日门票成人票(吴家峪入口),【环境】还行吧，就一般景区的样子，【交通】很方便，西站有公交车到，天门山过来也有，招手才会停，【项目】除了索道没什么花钱项目【餐饮】吃了一份土豆，虽然景区价格高于外边，但是也可以尝试讲价喔！毕竟没有哪个生意人会拒绝第一件买卖天气不好就别去了，什么不到黄石寨不算到了张家界都是假的，恶劣天气根本没办法看，也千万不要尝试步行去黄石寨！索道挺香的，信我，天气不好就是山里边湿哒哒的走啊走啊走还好上半天去了上半截景点，但是当时有的没开，有的根本没什么看的，好在虽然天气不晴朗，但是有风，吹散了雾就可以看见了，跟想象中的买家秀还是差不多的，风景值得看～早去人也会少，自己规划的路程时间也很合理最后猴猴真的会有，但是下雨天也出来“觅食”，营业感觉也挺惨的～尤其那拖家带口的,
rMA637932375,418,5,2021.03.21,张家界核心景区武陵源4日成人票(张家界国家森林公园),百龙天梯真的非常失望完全没有体验感 感觉一眨眼工费就到了   其他地方 风景如画真的非常美  迷魂台真的太好看了,
随我独俊,418,4,2021.04.25,张家界核心景区武陵源四日通票成人票（地推票）,方便实惠,
孙莹154,418,5,2021.03.13,张家界核心景区武陵源（张家界国家森林公园）4日门票（儿童/老人/学生票）,地理位置优越，交通方便，离景点和车站都很近，周围有很多当地特色餐馆，非常不错的入住体验。房间干净卫生，老板服务很热情，帮忙去车站运行李，而且又免费给房间升级了,
匿名用户,418,3,2019.10.01,张家界核心景区武陵源（张家界国家森林公园）4日通票成人票,张家界作为中国第一个森林公园，但里面管理很混乱；1、只要是嘴巴能开口说话的，都能当导游；导游素质参差不齐，私人导游猖狂，她们有导游证吗？能代表张家界吗？2、吓唬人，路上一直有人搭话，张家界自己不知道怎么走，我自己心中有数，有计划，你们的热情真的吓到我了，3、旅行团过多就导致，除了要忍受他们的噪音污染，大喇叭，还一群人把路堵了，4、年轻人2天完全能逛完核心景点，狂一点儿，6点起床也可以挑战1天逛完，是能做到的，我上个路线图，5、里面的工作人员态度很散漫，因为要在各个点儿坐环保车，但问话选择性回答，一直在和一群导游哥们侃大山，6、地图可以改善一下，7、张家界主要是看山的，金鞭溪的小溪流很小，不要期待太大，山还是很震撼的！,
FrU939005638,418,5,2021.04.26,张家界核心景区武陵源4日成人票, ,
Zng126188447,418,5,2021.04.11,张家界核心景区武陵源（张家界国家森林公园）四日通票成人票,张家界是我目前去过最喜欢的山，我觉得还可以再去的，而且四日游，就觉得门票很划算了,
匿名用户,418,3,2021.04.22,张家界核心景区武陵源4日成人票(张家界国家森林公园),云雾缭绕  仙气飘飘  不下雨更好啦啦,
JESSEXU168,418,5,2021.04.24,张家界核心景区武陵源（张家界国家森林公园）四日通票儿童/学生/老人票,超级Nice,
zgG921317461,418,3,2021.04.20,张家界核心景区武陵源4日成人票(张家界国家森林公园),张家界旅游还不错，人不多，景色美,
jWa269047065,418,3,2020.12.29,张家界核心景区武陵源4日成人票(张家界国家森林公园),核心景区杨家界里的主要景点天波府、乌龙寨正在维修为何不说明，坐环保车上去，想来都来了就挑战了下杨家界13公里的下山路花了3个半小时，唯一印象深刻的就是一步登天了，中途还下起雨来了，幸好中途遇到几次游客，不然走这条路真是太无聊了,
wML981031026,418,5,2021.04.20,张家界核心景区武陵源4日成人票(张家界国家森林公园),太大，园区车坐好久,
TjQ479289146,418,5,2021.04.10,张家界核心景区武陵源4日门票成人票(吴家峪入口),「初游仙境」「袁家界」「杨家界」「乌龙寨」「金鞭溪」「十里画廊」「黄石寨」「索溪峪」,
hank2046,418,5,2021.02.01,张家界核心景区武陵源4日门票成人票(吴家峪入口),天门山很一般，武陵源还是很可以的，如果你运气好，遇到下雪，能看雾凇……,
shansxj,418,3,2021.04.15,张家界核心景区武陵源成人票+2日人工讲解（场次8:00）,还不错吧「杨家界索道缆车」「天子山索道」,
大大的大民,418,4,2021.04.12,张家界核心景区武陵源4日成人票(张家界国家森林公园),天气不好，没看到更好的风景，山上的确很壮观,
mpv404344726,418,1,2021.02.18,张家界核心景区武陵源4日门票成人票(吴家峪入口),我的旅游阴影，下雨天一定不要去，国庆去的时候，什么都不见，只有白雾，冻成狗。因为观光司机的催促下山，导致我坐错车，去到另外一边，赶紧重新上山，想回到起点处，差点就下不来，两个女生要在山顶过夜，有个车站的服务人员还让我们自己走下山，说走到明天下午都走不回去，语气很恶劣。,
VuC965519864,418,5,2021.03.20,张家界核心景区武陵源四日通票成人票（地推票）, ,
BSG325080193,418,4,2021.04.12,张家界核心景区武陵源（张家界国家森林公园）四日通票成人票, ,
匿名用户,418,1,2021.03.20,张家界核心景区武陵源4日成人票(张家界国家森林公园),当天定的，打电话，致电美团都不给退票，说要头天晚上10点以前才能退，后来旅行社协商，给了58元的手续费才给退的。套路啊，大家订票都得小心了,
小招喵喵,418,4,2020.12.06,张家界核心景区武陵源4日成人票(张家界国家森林公园), ,
IvN553194866,418,3,2021.04.10,张家界核心景区武陵源（张家界国家森林公园）四日通票成人票,第一次去景点，忘了做攻略。下次去记得做好准备。,
oGg805173349,418,5,2021.04.12,张家界核心景区武陵源4日成人票(张家界国家森林公园),小孔，完美,
KuZ488903351,418,2,2021.04.04,张家界核心景区武陵源4日门票成人票(吴家峪入口),不值这么贵的门票    强制买几天，尤其是电梯不买下不来坑人的,
rJQ632372131,418,3,2021.03.31,张家界核心景区武陵源语音导览票（不含门票）,介绍挺详细的 定位不是很准，风景很美，可惜我们去的时候下雨了。,
ShQ944070326,418,5,2021.04.05,张家界核心景区武陵源4日门票成人票(吴家峪入口),很值得去的一个景区，需要玩两天才好！,
凡尘12355,418,1,2021.03.22,张家界核心景区武陵源（张家界国家森林公园）4日成人票,非常失望的一次消费，没有使用门票还不能退，难道买了票就不许生病不许有事不许有特殊情况吗，凭什么不能退票,
Vye134274336,418,5,2021.03.24,张家界核心景区武陵源4日成人票,支付到出票很快，最主要当时其他网站没票，然后找到美团，价格也便宜。感谢有你,
tLJ601882641,418,1,2021.03.31,张家界国家森林公园-武陵源四日+环保车成人票,我的行程改变了  就不给我退了  大家不要在这里买票了,
UCs368674967,418,5,2021.04.05,张家界核心景区武陵源（儿童/老人/学生）4日票,好玩,
小幸运吖2222,418,5,2019.10.20,张家界核心景区武陵源（张家界国家森林公园）四日通票儿童/学生/老人票,武陵源真的很大很大，可惜我们没有时间，就玩了一天，我们两个人请了个私人导游一天200，带我们玩了三个景区，里面的景色确实很美很美，下午刚下雨了山上雾很大就提前下山了「百龙天梯」「十里画廊」「初游仙境」「杨家界」「乌龙寨」「金鞭溪」「黄石寨」「索溪峪」有机会一定要好好的转完，门票可以玩四天呢，要是我们有时间一定要玩完，就是里面自费项目挺多的,
小咸鱼爱吃肉,418,4,2021.01.26,张家界核心景区武陵源4日门票成人票(吴家峪入口),一直在爬山、下山、爬山。。没点体力的人真的坚持不了，我们去的那几天刚好大夏天，超热!运动量严重超标哈哈，不过和朋友一起出行真的是一件很快乐的事!,
铭铭铭9,418,1,2021.03.10,张家界核心景区武陵源4日门票成人票(吴家峪入口),贼垃圾因为生病然后没去成也不给退票 老拿病例说说说 谁看病还专门要个病例 无语 之前忘记评论了 现在看一眼真是越想越气,
ZHANGHAILONG159,418,3,2021.03.25,张家界核心景区武陵源（张家界国家森林公园）4日通票成人票,给同学代购的，具体我也不知道，可以问问别人,
RHk382439588,418,3,2021.03.28,张家界核心景区武陵源（张家界国家森林公园）4日成人票,还可以，风景还好。。。。。。。。。,
ZHANGHAILONG159,418,3,2021.03.25,张家界核心景区武陵源（张家界国家森林公园）4日通票成人票,给别人代购的具体我也不知道，自己看看吧,
你是托？,418,1,2021.02.20,张家界核心景区武陵源4日成人票(张家界国家森林公园),体验感极差，不知道是美团的问题还是第三方问题。美团购票157，景点窗口售票实际为147，贵就算了。网上买了票还不能直接刷身份证进去，还需要开临时证明，才能激活。细品。。。,
W0825口天吴,418,3,2021.03.19,张家界核心景区武陵源（张家界国家森林公园）4日通票成人票,【环境】整体自然风景很好，置身于大自然令自己心旷神怡,
_weixin976422519,418,5,2021.03.17,张家界核心景区武陵源4日成人票(张家界国家森林公园),老板人很好，非常好的入住体验超赞，下次来一定还住你家。,
vampireaiai,418,3,2020.11.02,张家界核心景区武陵源4日门票成人票(吴家峪入口),只有一天的时间在张家界，运气不好，去的时候一直在下雨，雾大，山上啥都看不到，在山下往上看，景色还行吧。山下也就金鞭溪还不错，7.5公里走了一个多小时，其它景点都要天气好才好看，景区的索道和小火车票价也不便宜啊，因为大雾，花这么多钱去爬山，心情大打折扣。进到景区有个本地人大叔来带我，导游费一天一百，也不算贵，大叔人很热心，不过因为大雾，只走了金鞭溪，上去黄石寨什么都没看到，大叔就建议不用去袁家界了，所以等于请了个导游带我走了金鞭溪，还有带我出门去坐汽车而已，这钱有点白花了。大叔走路很快，体力跟不上的别请当地导游。不过因为走得快，我很早就出景区了。总结，下雨大雾就别上山了，天气不好只有金鞭溪能看，不过体力不好金鞭溪要走两个半小时以上，量力而行。天气好，赶时间可以请当地导游。天气不好就别请导游，自己瞎走休闲一点,
雾中漫步269,418,5,2021.03.13,张家界核心景区武陵源4日门票成人票(吴家峪入口),这个地方是张家界的核心吧，我感觉去了这里才算来张家界。,
lm824,418,3,2020.11.24,张家界核心景区武陵源4日门票成人票(吴家峪入口),如果进景区天气不好，不建议直接坐索道上山，因为你到山顶白茫茫的什么也看不见，还不如爬爬山，半山腰的观景台还能看的更清楚些。景区环保车是分了上行和下行的，简单理解就是山顶的环保车在山顶跑，山下的环保车在山下跑。如果你住山下，你为了回酒店，就必须上了山再下山，所以有很多人反馈张家界隐形交通索道费很高。给大家推荐个两天行程，人不累，费用也很少。第一天：森林公园门票站进，从大氧吧公园爬山上黄石寨，大概爬山两个小时，沿路观景台景点比较多，到山顶逛一圈，坐单程索道下山。下山坐车到水绕四门，走截金鞭溪，到袁家界坐百龙天梯上山顶，到山顶看天下第一桥等景点。看完坐车到三岔口换乘到天子山门票站的车，住天子山门票站附近酒店。（天子山门票站是唯一山上的站点，第二天早上直接坐车到山顶，看日出什么的）第二天坐车到杨家界，车站叫天子山站（坐车前一定问清楚到哪个站，有可能需要在三岔口转车）看完天然长城等景点，再坐车去贺龙公园，逛逛天子山景点，然后走路下山，大概两个小时路程，途径南天门等景点，到山下坐环保车到十里画廊，也可以直接走十里画廊方向，到猴园坐小火车。逛完坐车回武陵源标志门票站，住标志门票站附近。,
空zt城,418,5,2021.03.09,张家界核心景区武陵源4日门票成人票(吴家峪入口),武陵源森林公园实在是太大了，没有3天根本走不完。门票也管三天哦。,
Maple.866,418,2,2021.02.24,张家界核心景区武陵源4日成人票(张家界国家森林公园),迷魂台看着风景还挺壮观的，其他的感觉就很一般！看多了应该是免疫了，百龙天梯塞的人太多了，后面上去的人根本看不到什么风景！,
sky4216528,418,4,2021.03.12,张家界核心景区武陵源（张家界国家森林公园）4日通票成人票,张家界很不错的地方，武陵源核心景区，不错,
是鹿痴不是路痴,418,4,2020.10.04,张家界核心景区武陵源4日门票成人票(吴家峪入口), ,
雾中漫步269,418,5,2021.03.13,张家界核心景区武陵源4日门票成人票(吴家峪入口),大自然的震撼。太大了。真够累的，好玩，不虚此行,
SJV153538290,418,5,2020.10.30,张家界核心景区武陵源4日门票成人票(吴家峪入口),工作之余，趁着这两天天气还不错。就是霜降了秋景正好。本人又有一点空闲，就兴冲冲的来到了武陵源景区。这次早早的从森林公园大门进入了景区上黄石寨。袁家界，天子山。景区里人还是熙熙攘攘的，路旁边的树叶也黄了不少，有红的。黄的参差其间真的是美不胜收，完全是秋意正浓。其间发现，景区里的环保车驾驶员的技术真是杠杠的，转笃是那么的顺当。那么的柔和。完全在为旅者们的安全考虑。想游客所想。必须赞赞赞赞。。。。。。,
sky4216528,418,3,2021.03.12,张家界核心景区武陵源（张家界国家森林公园）4日通票成人票,喜欢张家界的风景 ，蛮好看的，不错的地方,
匿名用户,418,1,2021.03.13,张家界核心景区武陵源（张家界国家森林公园）四日通票成人票, ,
baby小驴子,418,5,2021.01.05,张家界核心景区武陵源4日成人票(张家界国家森林公园),很好哦，房间很新，服务员也很好，还有一次免费送站服务，真是不错，窗外的风景也特别美，推荐给小伙伴们哦，，，，，，，，，，，，，，，，，。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。,
kVD141628661,418,1,2021.02.21,张家界核心景区武陵源成人票+环保车（4日票）,差评是给美团的，我到了景点发现门票是147元，但是我订的时候是155元一张，之后我又看到携程是138，后悔没有比价。,
yaodongliang1013,418,4,2021.01.23,张家界核心景区武陵源4日门票成人票(吴家峪入口),人间仙境,
肖艳霞342,418,4,2021.03.11,张家界核心景区武陵源4日成人票(张家界国家森林公园),很好玩,
