id,价格,评价,评价日期,票务类型,评论,,
笔帽跑啥啊,225,4,2021.02.14,鸣沙山月牙泉门票成人票,一个人去玩，还认识了一个小美女，我们互相拍照，玩起来，很高兴。,,
花和尚花和尚落,225,5,2020.11.07,鸣沙山月牙泉门票成人票,我们一行五人，去了直接去排的骆驼，期待已久，大家骑骆驼一定要穿裤子或者裤袜，骆驼有点脏，但是挺可爱的，照片很出彩。领骆驼的人收小费拍照，一人20可以搞价，当时不知道。另外如果想要景区的照片一定要早点去出口取，我们想去选的时候出来太迟，已经被扔了。,,
向华唐,225,3,2020.10.24,鸣沙山月牙泉门票成人票,爬鸣沙山顶很累，全身是沙子，在景区外买鞋套5块，滑沙的话20块，可以自己带个气泡膜趴上面滑(自己的想法而已，呵呵)，骑骆驼，沙滩车价格很贵，没体验过沙漠的人可以来玩一下，月牙泉近看不如远观，就普通一个水塘。,,
tQV281324035,225,4,2021.02.18,鸣沙山月牙泉景区门票+沙漠露营成人票,老板人很好,,
GsU116539436,225,4,2021.02.04,鸣沙山月牙泉门票成人票,很好，第三次来了，每次都和不同的家人一起来玩，感觉每次也就不一样，独特的风景，值得来哦！,,
matingjunab,225,4,2021.02.15,鸣沙山月牙泉门票儿童票/学生票,很好的地方，很推荐,,
原来是菲菲吖,225,4,2021.01.03,鸣沙山月牙泉门票成人票, ,,
SIG342732185,225,3,2021.01.19,鸣沙山月牙泉门票成人票,沙漠里的一片绿洲，只不过体会不到古人的那种心境了，落日的景色不错,,
敖迎春,225,4,2021.02.04,鸣沙山月牙泉门票成人票,环境好，富有特色，有腰椎的来骑骆驼，感觉可以治好「乘骑骆驼」「滑沙」,,
尕洋气！,225,1,2021.02.04,鸣沙山月牙泉景区门票+沙漠露营成人票,第一项目里写到的大部分没有，只有摩托有意思在啥也没有，这个价格真划不来,,
豆草,225,5,2020.10.13,鸣沙山月牙泉门票成人票,鸣沙山月牙泉是除魔高窟以外，敦煌的第二大景点，很多年前在杂志上看到过月牙泉的美照，被他奇特的自然景观和美艳的照片所吸引，鸣沙山月牙泉不仅风景优美，而且沙山特别好玩，废了九牛二虎之力，爬上去几分钟就可以冲跑下来，砂山特别好玩，可以翻滚，可以跳跃，可以跑，完全不用担心，身体会收到伤害。,,
花芊不语,225,5,2020.10.10,鸣沙山月牙泉门票成人票, ,,
ejI558114987,225,3,2021.02.05,鸣沙山月牙泉门票老人票,服务态度很好，设施齐全，就是人太多,,
XX113114,225,5,2020.12.24,鸣沙山月牙泉门票成人票,好玩,,
pityfog,225,3,2021.02.04,莫高窟应急票+鸣沙山月牙泉票+西晋墓壁画票（成人票）,请至少提前1天的20点前购买,排队时间太长。千万不要假期去啊啊啊啊啊,
凶骨,225,5,2020.10.05,鸣沙山月牙泉门票成人票,去了挺好玩的，爬砂山爬到顶才能看到月牙泉全景，挺值得去的，骑骆驼一人100元，骆驼特别多所以不用排太长时间队，基本10分钟就可以骑上可爱的小骆驼。里面的杏皮茶，梨茶价格也正常，景区厕所也比较干净，一张票可以来回进去3次，躺倒沙子上别有一番风味。记得涂防晒哦。,,
ejI558114987,225,3,2021.02.05,鸣沙山月牙泉门票老人票,服务态度很好，环境也不错，点赞,,
Ting121yu,225,5,2021.02.03,鸣沙山月牙泉门票成人票,再也不想去沙漠了，爬死人,,
匿名用户,225,3,2020.10.28,鸣沙山月牙泉门票成人票,吃的偏贵，天气很重要。骑骆驼100元/人，排队排了很久，而且很可能和朋友排散，所以我全程都是一个人……骑了一会儿，牵骆驼的人会提出给拍照，20元/人。有些骆驼不听话，所以选择还是需要谨慎一点。骆驼方和景区不是一起的，出了问题不怎么好弄哦。月牙泉适合远观。,,
fvc999099443,225,5,2020.10.09,鸣沙山月牙泉门票成人票, ,,
kdu734988487,225,5,2021.01.14,鸣沙山月牙泉门票成人票,等太阳快落山凉快点儿再去，离住的地方很近，溜达过去的，骑骆驼溜一圈下来就去月牙泉了，亮灯很漂亮,,
王佳916,225,3,2021.01.31,鸣沙山月牙泉风景名胜区门票老人票（60-60岁）,我觉得这样的真的很方便哈值得推广,,
噜噜啦吼吼,225,1,2020.09.27,鸣沙山月牙泉门票成人票,青甘大环线里门票最贵的一个景点，而且爬到沙顶累死。本以为骑骆驼会送到山顶，于是就买了骑骆驼，但是并不会，走的路线根本看不到月牙泉，100块一位的价格很不值得，再有，牵骆驼的人途中帮拍照，我以为是出于好心，结果收费20块，果然天下没有免费的午餐！我指着牌子上写的.(严禁途中帮拍照索要小费，举报电话、，，)，那人说你别管那个。那我说，算了不拍了。可见，这都是黑白一道的，都疏通好了关系！来的时候，朋友说，敦煌挺黑的，我还觉得应该不会，现在看来，是真的黑！前些天抖音爆火的，上厕所，车陷沙里，拖车费索要3000事件也真的有力的证明了当地的黑！不想再来第二次！奉劝来的各位，买个门票玩玩拍照得了。展示下青甘环线那边的自然景观且不收费的，比这个好看，壮观多了！,,
叫饭软件,225,5,2021.01.10,鸣沙山月牙泉门票成人票,这一生暂时还没遇见比这地方更美的日落,,
Amy安琪儿鑫,225,3,2020.12.25,鸣沙山月牙泉门票成人票, ,,
匿名用户,225,5,2020.10.28,鸣沙山月牙泉门票成人票,如果去看月牙泉，一定要爬到最高的那个沙漠，上面人很少，但是超级累，要爬一个多小时，不过也可以坐山地摩托上去。我是爬上去的。风景觉得震撼,,
肽使您健康,225,4,2020.12.03,鸣沙山月牙泉门票成人票,很美很好，值得带着最爱的人收获幸福和快乐，也长见识，我们是自驾游的可以说是玩得美，吃的也很好，还有美景伴着。,,
匿名用户,225,4,2021.01.29,鸣沙山月牙泉门票成人票,景色有特点，值得①看。,,
lili20a30,225,4,2020.12.13,鸣沙山月牙泉门票成人票,也不知道算不算便宜，提前订总是好的。骑骆驼好玩，千万不要去周边的所谓什么勇士俱乐部，都是骗钱，在鸣沙山骑骆驼就很好，当然人也多,,
VII｀小东,225,5,2020.12.05,鸣沙山月牙泉门票成人票, ,,
东林石769,225,4,2021.01.29,鸣沙山月牙泉门票儿童票/学生票,很有特色，值得一游。,,
匿名用户,225,4,2020.10.15,鸣沙山月牙泉门票成人票, ,,
Sarlahont,225,4,2020.12.10,鸣沙山月牙泉门票成人票,月牙泉确实值得去，但爬鸣沙山会去掉半条命，不上山看不到月牙泉全貌,,
cfq511214368,225,3,2021.01.18,成人票莫高窟B类票+鸣沙山月牙泉门票+沙漠露营门票, ,,
hCG895160928,225,4,2021.01.22,鸣沙山月牙泉门票成人票,「月牙阁」「乘骑骆驼」「月牙泉」「鸣沙山」「滑沙」,,
MKP480525847,225,3,2020.07.06,鸣沙山月牙泉门票成人票,小孩骑骆驼，爬沙漠山，都不错，唯一的就是买小孩子票太繁琐，等的时间太久，在网上买了票还要去拿身份证换，没有身份证的还要退掉重新现场指定的4号窗口买，青甘环线一路走下来其他都是美团购买凭二维码直接进团唯有这个地方太麻烦，不太好。,,
月夜星辉111,225,4,2021.01.20,鸣沙山月牙泉门票成人票,地方不错，景区环境保护的可以，服务态度很好。,,
大萌神—吾皇,225,5,2021.01.24,鸣沙山月牙泉门票成人票,很好看，很不错,,
江南漂漂,225,4,2020.12.11,鸣沙山月牙泉门票成人票, ,,
RVJ445636321,225,5,2021.01.18,鸣沙山月牙泉门票成人票,很好玩的，人生第一次骑骆驼，只是骆驼太辛苦了,,
变成吃不胖的吃货,225,3,2021.01.18,鸣沙山月牙泉门票成人票,比较坑吧…反正就去一次，以后也不会去了,,
小城青年cn,225,5,2020.10.09,鸣沙山月牙泉门票成人票,月牙泉、鸣沙山真是相得益彰。在茫茫沙漠中有一湾泉水，千百年来都不曾干涸，风景非常非常的优美。看日落，所以说下午4:00才到月牙湖畔，欣赏完月牙泉之后开始爬山。爬到山上为了看日落。直到8:30才下山。沙漠气候，昼夜温差很大白天非常热，太阳落山之后就很冷了。景区交通很方便，公交车直达。,,
Alexwuyu,225,1,2021.01.14,鸣沙山月牙泉门票成人票,不好，就一个沙山。。。和一个月牙形状的湖。。。卖的太贵，不值那个价。。,,
hey宝贝宝贝宝贝,225,5,2020.10.09,鸣沙山月牙泉门票成人票,爬鸣沙山真的好累好累啊，建议大家不用买鞋套，直接拖鞋上，会省力点儿，拿两个水瓶支撑会更方便，提前可以准备一下衣服，多拿点儿水，真的，一定要多拿水，因为爬不了一丢丢，喉咙就干的要命呀！总体很推荐哦，晚上一定要看月牙泉灯亮了之后，超级美丽的呢！,,
高原雪豹252,225,4,2020.12.04,鸣沙山月牙泉门票成人票,「乘骑骆驼」「滑沙」，来敦煌不去月牙泉枉费旅程,,
燕衔泥793,225,4,2020.10.22,鸣沙山月牙泉门票成人票,进入鸣沙山可以骑骑骆驼，领略下当年驼队过境大漠风情，骆驼队还能直接把游客驼到月牙泉。骑骆驼是要单买票的，还有怕鞋子进沙子可以从景区外买好鞋套，或者在景区里面租也可以，体验下来还挺开心的。,,
eCb367563315,225,5,2020.10.14,鸣沙山月牙泉门票成人票,很漂亮的景点，值得去。偷偷带狗进去，他玩的可开心了，也骑了骆驼。本来人家不给骑的，我保证他不会乱叫，惊扰骆驼才勉强给我带着。我的狗狗还好也很听话，全程没有出声。月牙泉太高了，爬不上去，只爬到了半中腰，我的狗变成了傻狗，弄了一身的傻子，整个眼睛都是,,
冷袖江蓠,225,3,2020.08.29,鸣沙山月牙泉门票成人票,首先谈景色。沙漠不错，层叠起伏。但看到月牙泉就会觉得被“照骗”了，虽然的确很神奇在沙漠里能够看到月牙形状的湖泊，但整体景观一般，周围的建筑也是后面新建的，里面有买东西的比较贵。据说沙漠日落很美，但当天也没有看见晚霞就普普通通的日落而已，照在沙漠一片金灿灿倒是不错。其次谈玩乐。骆驼，100元一人，来回一趟一个小时，并没有走多远，也没有想象中的翻山越岭，中途牵骆驼的小哥帮忙拍照20元一人。直升机和滑翔伞，看了一下几个路线相对应的价格，个人觉得并不值，所以心疼钱没有坐。景区内有亭子和夫妻柳可以乘凉歇息，有一片芦苇拍照挺好看。为了看日落，爬了沙山，有木梯放在沙上比较省力，下山特别好玩，两步下去可以滑出三米。最后谈交通和门票。从市政府附近出发，3路车直达，出租车10元，很方便。返程如果错过最后一班公交车也有出租车在守候，所以不必担心回来太晚。门票据说可以用3天，但是我们当时不知道，知道的时候再去又来不及了，晚上是七点半就停止进入景区了。顺便说一下，我们8月23日去的，8点半日落。总之，去之前一定做好攻略，不然有很多你不知道的事情！！,,
宋晓博,225,5,2020.09.21,鸣沙山月牙泉门票成人票,鸣沙山月牙泉，离敦煌市区并不太远，著名的沙漠旅游景点，沙漠形成的大山，配上月牙形状的泉水，实属奇景，九月份上午过去正好。月牙泉正面人很多。推荐到景区后面去拍照，效果非常好，水会很清很蓝，全程3小时左右可以逛完。,,
BHu971690333,225,4,2020.10.12,鸣沙山月牙泉门票成人票,鸣沙山还是挺值得去的，看了月牙泉，爬了沙漠，爬上顶看了日落。一张门票在3天内可以反复进入，还挺好的，里面游玩项目还是挺多的，骑骆驼，滑沙，滑翔机，直升机，越野摩托。国庆人太多了，也没有玩到项目，有机会再去一次。沙漠上昼夜温差很大，注意保暖。要不然很容易感冒。,,
bfd384685897,225,2,2021.01.13,鸣沙山月牙泉国家级风景名胜区成人门票+手机语音讲解,我觉得一般，让我下次去，我就不去,,
匿名用户,225,5,2020.10.10,鸣沙山月牙泉门票成人票,鸣沙山月牙泉实在实在是太有意思了吗，去了第一件事就是去排队骑骆驼，这里的骑骆驼绝对物超所值啊，2000多头骆驼，排队在沙漠里面行走，你绝对想象不到有多壮观宏伟，骆驼很可爱，就是到中间2处，牵骆驼的人会安排你们收费拍照，是自愿的，哈哈哈哈哈，晚上的月牙泉也超级超级美，希望大家爱护资源，让那个月牙泉永存,,
戴贝贝说话要慢点,225,5,2020.10.13,鸣沙山月牙泉风景名胜区门票成人票,月牙泉的水位一直在下降，有预计2016年就会消失，一定要去的景点，不太喜欢爬沙漠，但是这个山脊的位置要爬到的，拍照也是必须的。衣服吧颜色要鲜艳，怎么拍都好看。网上买一个沙套也是必须的，然后最后把照片里面的人p掉,,
简单爱444,225,5,2020.09.06,鸣沙山月牙泉门票成人票,很好！如果有学生证去，那绝对划算。人多了去更好玩儿。一起拍照，一起爬山，一起滑沙！门票是三天内都可以进去。我们第一天到敦煌就去了。天气不好，漫天黄沙，但是第一次，充满了好奇。于是，我们几个朋友用大纱巾裹住头，往漫天黄沙的景区里边冲。沙子无孔不入，再加上风很大，沙子打在腿上很疼。但是这种感觉，第一次经历，依然觉得有趣！我们之前买的冰袖，迫不得已套在腿上，抵抗风沙的用力拍打。    到第二天再去的时候，天气放晴了，才知道，昨天漫天黄沙背后，是一个个高高的沙山！蔚为壮观！风和日丽！月牙泉也变得静谧可爱！我们一起，拍了很多照片，作为毕业旅行的纪念。一起都大学到研究生的日子！一辈子都忘不了！实在找不到图了，先找几张我们在一起的日子吧？,,
半岛铁盒cc,225,4,2020.09.12,鸣沙山月牙泉门票成人票, ,,
住南宫的隐川,225,4,2020.10.11,鸣沙山月牙泉门票成人票,景区总体不大，外面有卖一次性鞋套的，讲讲价5元一双，景区内可以10元租鞋套，但人多的话要排很久的队，进门右手边可以骑骆驼到月牙泉附近，100块钱可以骑很久，觉得很值，沙丘拍照好看，就是爬沙丘太累了，真的超级累！,,
不想上班的小辣鸡,225,2,2020.09.16,鸣沙山月牙泉门票成人票,强调！如果只是想去月牙泉看一看，没必要骑骆驼，从大门进去十分钟就能走到！个人比较恐高，有点后悔骑了骆驼，一路上没有给小费，牵骆驼的小伙子一路走的飞快，大概十五分钟就走完了，全程非常煎熬，好处是中途会有景点的摄影师，给骑骆驼的游客拍照，出门花15块钱就能拿到洗好的照片，做个留念还行。,,
匿名用户,225,4,2020.10.14,鸣沙山月牙泉门票成人票,玩沙子玩得很开心，去的当天日落时分有云遮挡了，没能看到日落。景区内有好多游玩设施，滑沙啊，骑骆驼啊，沙漠越野啊，主要看其他人玩了，挺爽的。月牙泉挺神奇的，光脚走在沙上体验也挺好的，就是爬上去真的累得慌。十一人超级多,,
qindan4643,225,4,2020.11.02,鸣沙山月牙泉门票成人票,我觉得还是挺好玩的。和妈妈约好的一年一次的旅行,,
漫步云端6644,225,5,2020.10.23,鸣沙山月牙泉门票成人票,第一次尝试网上购票，很方便！取票便捷，每个机台跟前都有义务工作者帮忙，很快就可以取到票！景区很美，强烈推荐,,
原来是菲菲吖,225,5,2021.01.06,鸣沙山月牙泉门票老人票,很美,,
原来是菲菲吖,225,5,2021.01.06,鸣沙山月牙泉门票儿童票/学生票,很美,,
匿名用户,225,2,2020.10.04,鸣沙山月牙泉门票成人票,鸣沙山月牙泉的名气很大，之前一直很想来，但来了之后实在不知道这里为啥能收110的门票，进去可以爬个沙堆，看一个小泉，敦煌西线的景点也很坑，玉门关、魔鬼窟之类，收费着实不合理。图二是玉门关，希望大家别像我一样被诗句吸引而来，理智一点，别人的照片好看真不是因为景色美。整个敦煌值得去的就是莫高窟了。,,
农民的儿子1327,225,5,2020.11.16,鸣沙山月牙泉门票成人票,沙漠绿洲 魅力敦煌。,,
iDC935375880,225,3,2020.11.11,鸣沙山月牙泉门票成人票,大漠风情，没来过西北的人都会感叹。就是门口到景区的路有点远，也不太好，其他都可以,,
Kwp658615219,225,5,2020.08.25,鸣沙山月牙泉风景名胜区语音导览票（不含门票）,月牙泉如一片黄沙中的翡翠。感叹大自然的神奇造物。景区功能完善，食物和水的补给特别充足。随便一拍都是景。爬鸣沙山也很有意思，每往前踩一步沙山脚就会陷进去。用不着买沙套，太热，直接光脚最好。记得背背包放防晒装备。滑沙也很好玩，20元一次。坡度比较陡，爬得好累啊！但是爬到山顶一看，又是一片茫茫沙漠，不得不感叹古代商人的大漠精神！不愧是5a景区。还有骑骆驼、滑翔机、直升飞机、沙漠露营没有时间体验，留下遗憾。简直可以玩两天，当然要上午不热。,,
匿名用户,225,3,2020.10.12,鸣沙山月牙泉门票成人票,2020年十月初去内蒙古额济纳胡杨林，胡杨林有三个一千年年 能生长1000年 1000年不死，1000年不朽。胡杨林的生存条件恶劣，有水的地方 胡杨林长得好，没有水的地方是一片干枯，但还是顽强地成长。秋季的胡杨林让人流连忘返，生活中我们也要像胡杨林一样顽强生活……,,
麟珅,225,5,2020.10.10,鸣沙山月牙泉门票成人票,美团购票很便宜，还很方便，来了很多次的鸣沙山了，感觉拍照挺好看，团购买票很是划算，就是千万不要过节来，人山人海全是人哪里拍照，都是大合照，里面卖的东西也是挺贵的，所以建议都提前准备好。自拍的千万不要放沙里，进了沙就坏了,,
闲云宵,225,5,2020.10.07,鸣沙山月牙泉门票儿童票/学生票,对象就是甘肃滴，说骆驼100元一次已经十多年没涨过价了，骑行时间也很久，一个小时左右吧，哈哈哈，景色真的是美如画 远处沙丘在阳光映射下和慕斯一样丝滑,,
qGO168067458,225,4,2021.01.02,鸣沙山月牙泉风景名胜区语音导览票（不含门票）,都挺好,,
QKc298236792,225,5,2020.11.18,鸣沙山月牙泉门票成人票,山东人第一次领略到大漠风光，完全被震撼到,,
英子Jennyfer,225,5,2020.10.10,鸣沙山月牙泉门票成人票, ,,
happy19870123,225,5,2020.10.09,鸣沙山月牙泉门票成人票,超级漂亮，这次西北行，鸣沙山是最难忘里，就漂亮的一个点，我们一共同行10个人，对这个点的印象都最深刻了，骑骆驼，看日落晚霞，踩沙子，聊天，拍照，看美景。下次有机会的话一定要带家人再去玩一次，很少有一个景点是我会想去第二次的，这里就是一个！,,
_qqfxc1439568416,225,3,2020.08.30,鸣沙山月牙泉门票成人票,超级热，又干燥，一定要带防晒霜除了防晒衣外。一趟观光车进去后到终点，但不是月牙泉，月牙泉在附近要走一会儿，没有问别人也不清楚没，看到月子泉，以为还有一站，不知道是返程的观光车就坐回原地了，没看到月牙泉，听说也就是一点点的水坑那里，也没什么好玩的，8-9月份去又热，不好玩。想去的，不热的时候去可以。骆驼没骑，听坐的人说那里缺水骆驼很久没洗澡了身上有臭味，而且只去不返回，自己走回来好远又热真会受不了。拍了几张照片坐错车回原地就走了。对了，那个卖鞋套的说沙漠很烫鸡蛋能熟，还好吧也不是很烫，一次性的15一双，主要是怕沙子进去鞋里了就买了。去的可以自己网上买好带上，景点的贵一些。带小孩的话自己带上玩沙的铲子套装，景点很贵。,,
匿名用户,225,4,2020.09.29,鸣沙山月牙泉门票成人票,一张门票可以进取三次吧～～傍晚可以爬到沙山看日出哟，沙子不是那么好爬的，看日落不要太早或太晚，太早晒得不行不行的，太晚还没爬上去太阳就落山了～进去景区可以骑骆驼，十来分钟哦到沙山脚下半山腰处可以滑沙，比较好玩月牙泉没想象中惊艳吧晚上可以躺在沙堆可星星哇，很爽的,,
tgM173480072,225,2,2020.12.30,成人莫高窟应急票+鸣沙山月牙泉票+沙漠露营,还可以没得问题服务业可以美美哒,,
匿名用户,225,4,2020.09.21,鸣沙山月牙泉门票成人票,挺值得去的一个景点，天气好拍照可以出大片的感觉，到景点门口时太阳快落山了，爬到顶时，太阳已经落山了，建议爬坡时规规矩矩跟着大部队走小梯子，自己从边上爬，没有小梯子辅助很累的，切身体会，一定要自带水，沙漠顶没有水卖的，我们为了减轻负重没带水，以为上面有水卖，爬到顶时又累又渴，只能忍着。总体还是可以的。,,
yuyang8362566,225,4,2020.12.29,鸣沙山月牙泉门票成人票,很好玩！下次还来看看！,,
小小山羊皮,225,4,2020.11.06,鸣沙山月牙泉门票成人票,还是可以的，来早不晒人也不多，爬上沙山坐着看风景,,
阿水3333,225,4,2020.12.22,鸣沙山月牙泉门票成人票, ,,
hlqw888,225,5,2020.10.07,鸣沙山月牙泉门票成人票,风景别致，很近很方便，停车费也不贵，一定会去的。建议早上或傍晚七点多再去，太阳很晒，九点半以后才天黑,,
翠米飞蓝,225,4,2020.12.21,鸣沙山月牙泉风景名胜区门票成人票,下午进去可以玩很晚，看日出和日落很漂亮，就是要爬很多，很有乐趣,,
lidai511,225,4,2020.08.16,鸣沙山月牙泉门票成人票,我们一大早就去了，运气很好，常年不下雨的月牙泉竟然下起了小雨，一点也不热，月牙泉很美，太阳出来后拍照特别漂亮，不用一进景区拍照，想拍出月牙泉的全景，最好是爬上鸣沙山，妥妥滴大片，花了100元骑骆驼，感觉景区服务蛮成熟的，毕竟是全国知名的旅游景点，尤其我朋友换鞋套的时候把手机忘在座位上了，物业的工作人员捡到后马上还给我们，真的是太感谢了，有娃的家庭推荐一定要过来玩玩沙子,,
匿名用户,225,1,2020.10.07,成人莫高窟应急票+鸣沙山月牙泉票+沙漠露营,月牙泉可以，很棒，这个没得说，骆驼一百块骑一个小时，很爽哦，直升机也坐了，坐着直升机可以看到月牙泉，里面有卖饰品的佛店，有师傅在里面，卖的钱会捐给佛像，但是为什么我给差评呢，因为我买的是套票，有星空露营，敦煌烈焰星空户外基地就是个骗子地方，那帐篷太差了，潮湿阴冷就不说了，天气这个样子，主要是票里送的体验都要钱，这也就罢了，这个态度太恶心了，直接嫌弃你，我踏马裂开，主持人还是别的工作人员，都态度恶劣，放烟花，隔壁往天上射，他家地上转个圈,,
简单爱444,225,5,2020.09.06,鸣沙山月牙泉门票成人票,已经评论过了，是我买了两张票吗？总之，敦煌作为西北乃至祖国的一大必游之地，那些瑰丽的壁画，有了鸣沙山的衬托，才更加独特和珍贵，也是因为干燥的天气，才使得壁画这么完美的呈现在我们的面前。作为毕业旅行的最后一站。我和我的伙伴们选择来敦煌，感受沙漠的辽远，敦煌的神秘，西北的故事。很不错！留下几张黄河水的照片吧（太久了，照片比较难找）,,
SuF813803431,225,5,2020.08.07,鸣沙山月牙泉门票成人票, ,,
匿名用户,225,5,2020.08.17,鸣沙山月牙泉门票成人票,由于是7月份，鸣沙山月牙泉太阳落下要到晚上9点以后，建议晚上6点以后晚上出发也有3个多小时可以游玩，时间非常充足，到景区门口，门口有卖鞋套的，门口10元，景区租要15元，建议在门口就买鞋套，走进景区就是个很大的广场，鸣沙山就在眼前，是鸣沙堆积成山，对于南方的我来说，太惊讶万分，风好大，全是沙，我没什么遮脸的，只能顶着风沙；建议做好防沙准备，进去以后，最直观感受就是好多人在骑骆驼，100元一个人，有乐趣，路途很远，性价比高，月牙泉要翻过黄沙堆，旁边有游览车，20元来回，也可以沿着游览车的车道走过去的，不远，最多几百米，买鞋套的朋友建议直接在沙堆上走过去，最多200米，到了月牙泉旁边，值得一看，四处全是沙山，就中间有个月牙一样的湖泊，不大，水很清澈，风好大，水面有水浪，和海面一样，阵阵波浪，估计是地下水形成，月牙泉一边就是沙鸣山，爬山是一大乐趣，比较耗体力，沙山上有木梯，可以沿着木梯爬山，建议下午6点以后爬山，沙不会很烫，鸣沙山月牙泉主要就是看月牙泉，骑骆驼，爬沙山，其他几个项目可以根据自己的爱好，没见过沙漠骑过骆驼朋友，建议游玩，出门在外做好防护措施哦,,
AaJ539241729,225,5,2020.10.24,鸣沙山月牙泉门票成人票, ,,
lzG950929727,225,4,2020.10.11,鸣沙山月牙泉门票成人票, ,,
南方姑娘9260,225,2,2020.10.21,鸣沙山月牙泉门票成人票,不满意，尤其是骑骆驼时有个签骆驼的人歪的pi爆，不允许你自己拍照，必须他给你拍照20元，还多大声说话让我下去，你是干服务行业的，坐大官的也没你那么洋气，本是想举报他的，算了，像我们外地人出门在外能忍就忍吧！黑色鸭舌帽，字母带斜挎胸包，蓝色围脖，一个黑墨镜，袜子鞋，老子做梦都能梦见你，太j2歪了！,,
jCS562836851,225,2,2020.08.09,成人莫高窟应急票+鸣沙山月牙泉票+沙漠露营, ,,
爱其一辈子,225,2,2020.12.21,鸣沙山月牙泉门票成人票,景区内收费太贵！！！！！！！！！！！！！,,
神马zy,225,5,2020.09.12,鸣沙山月牙泉门票成人票, ,,
fOq635624131,225,3,2020.12.16,鸣沙山月牙泉门票成人票,设施还不错，环境挺好的，适合散心,,
Rachel_1124,225,4,2020.08.15,鸣沙山月牙泉门票成人票,期待已久的沙漠之旅，下午六点排队进去景区，光是骆驼那里就排了很长时间，骑骆驼全程四十多分钟，途中可以给你拍照，收费20元。骑骆驼后太阳马上要下山，爬上山很费体力必须爬一会歇一会，很遗憾最终没赶上日落，随便拍了几张图就下山了，景区游玩项目很多，滑翔机，直升机，骑骆驼等等。,,
Ytp975128359,225,3,2020.10.01,鸣沙山月牙泉门票成人票,沙子很细，必须穿鞋套。不爱玩沙子和骑骆驼的话，就没太大得意思。月牙泉晚上灯光很漂亮，白天就是打卡。,,
匿名用户,225,3,2020.12.12,鸣沙山月牙泉门票成人票,还是一次很值得去的地方，体验不一样的异域风情,,
柠檬味的凉,225,4,2020.11.28,鸣沙山月牙泉门票成人票, ,,
翼飞旋,225,5,2020.12.02,鸣沙山月牙泉门票成人票, ,,
赛德丶黑怖溜湫,225,5,2020.12.17,鸣沙山月牙泉门票成人票,跟进去,,
布奇ko,225,4,2020.10.24,鸣沙山月牙泉门票成人票,值得一去啊，最好是早上去可以看日出，或者下午去夜景也不错的,,
指尖桃花红,225,5,2020.12.06,鸣沙山月牙泉门票成人票,很不错，早晨很冷，住宿很方便，玩半天就可以了,,
我的饭呢？,225,5,2020.09.28,鸣沙山沙漠露营成人票,从月牙泉过去到的有点晚，沙漠摩托车太刺激了，大家一起吃自助火锅，喝啤酒饮料，还有饭后水果，主持人很敬业，篝火晚会很快乐，蹦迪很嗨，晚上星空很漂亮,,
luan08080923,225,3,2020.10.04,鸣沙山月牙泉门票成人票,一般，不玩项目不值票价。所以。。。大家自己品。。。,,
GRS847070909,225,2,2020.10.08,鸣沙山月牙泉门票成人票,景区不大，门票不低！！！各种项目收费高！对月牙泉有情怀才去的！,,
风云雷电任叱咤,225,5,2020.10.30,鸣沙山月牙泉门票成人票, ,,
Anya海滨,225,4,2020.12.08,鸣沙山月牙泉门票成人票,来到敦煌必须要去月牙泉，非常美,,
vuW130221148,225,5,2020.10.15,鸣沙山月牙泉门票成人票,一进大门很震撼，一片沙海，一比较之前去过的沙漠弱爆了，以为月牙泉在沙漠后身，傻傻的上到一半路程回头看到了月牙泉，夜景强烈推荐,,
odo831125271,225,5,2020.12.09,鸣沙山月牙泉门票成人票,滑沙，骑骆驼，看日落，美好的一天,,
lcy890890,225,3,2020.12.05,鸣沙山月牙泉门票成人票,挺有特点据说是人工注水了。原始的泉水早就干了。,,
、吕布,225,1,2020.10.22,鸣沙山月牙泉门票成人票,景点是好景点，服务态度恶劣，骑骆驼完全就是花钱讨骂！给我一个号，骆驼另一个号，那我问一句号怎么不一样我怕坐错了不行吗？那牵骆驼的哎哟不得了，开始骂人了，说给个大的给你骑你还哔哔呢，要走不走，路上让拍照，你都这态度我还花钱拍照？那不得了，嘴巴就没停过，这种人当工作人员？皇亲国戚吗？,,
匿名用户,225,5,2020.10.24,鸣沙山月牙泉门票成人票,月牙泉就在市中心边上，不远，沙漠景色非常美，沙子细腻，月牙泉就更不用说，敦煌旅游一定要去看看,,
一棵小动物,225,5,2020.10.02,鸣沙山月牙泉门票成人票,有点晒…风景很漂亮，滑沙特别好玩，玩的时候 记得戴口罩眼睛防沙子。越野车很爽，我坐的那个没有安全带……希望景区以后整改。穿裙子拍照简直太美了，可惜我穿的不好看,,
qaF584915626,225,4,2020.10.08,鸣沙山月牙泉门票成人票,国庆期间人很多，风景漂亮，玩的项目多，年龄大了，也不想玩了。,,
Willow714,225,4,2020.08.27,鸣沙山月牙泉门票成人票,非常好玩，景色也很美，骑骆驼100元，相比于其他景区很便宜了，不过天气很热，大家可以晚一点去，我6.30去的，还是早了一点，8点多太阳才落下门票的有效期是2天，可以分2次去看日出日落，打车去市区就10元，非常方便。,,
追梦人乀,225,4,2020.10.06,鸣沙山月牙泉门票成人票,买一次票可以玩儿三天，自己感觉还不错吧，滑沙还行，看了日出，消费不高！,,
Zcw863815256,225,5,2020.12.02,鸣沙山月牙泉风景名胜区门票成人票,抽时间要多去感受感受大西北的美，很愉快,,
