id,价格,评价,评价日期,票务类型,评论,,
DoS891165916,350,5,2021.09.21,九寨沟景区门票+观光车票（成人票）,「五花海」「珍珠滩瀑布」「珍珠滩」景色非常优美，值得去看,,
UpL664336294,350,5,2021.10.01,九寨沟景区门票+观光车票（成人票）,太美了～人间仙境不过如此～景区服务到位～交通便利～,,
VwN386091777,350,4,2021.11.22,九寨沟风景区门票+观光车票+沟口酒店至景区单程车票（成人票）,挺满意的 就是去的时间不太好 水少,,
clj112,350,5,2021.11.18,九寨沟景区门票+观光车票（成人票）,非常好，景色很美，这次来，三条到都开放了，有机会再来一次,,
匿名用户,350,5,2021.07.22,九寨沟景区门票+观光车票（成人票）,九寨沟景区的景色是真美。不愧被誉为人间仙境。景区内有观光车 每辆车都有导游介绍九寨沟的景点。真的是不虚此行了 因为我是外地来旅游的 是做成都到九寨沟的大巴车来的   上午10:30做的车。堵了5个多小时的车晚上12点到的 是提前定的酒店听酒店老板说这经常堵车。一路上买吃的贵了点还可以接受。因为个地的服务区都要贵一点。可是上厕所要一元钱还特别脏 说是村民自己建的公厕 希望有管部门管理一下 不要让各地来九寨沟旅游的游客影响了心情,,
Bce861070517,350,5,2021.10.08,九寨沟景区门票+观光车票（成人票）,国庆人多，但风景一样的美，超级漂亮，我一定会回来的！,,
雨过天晴了耶,350,4,2021.11.14,九寨沟景区非法定节假日门票+观光车票（60岁以上老人票）,瀑布真的是好看，各种海大同小异，想看五彩池还是推荐黄龙！,,
雨过天晴了耶,350,5,2021.11.14,九寨沟景区门票+观光车票（成人票）,九寨沟景区的公交车真的是方便，路线设计非常合理！,,
踽踽独行沆瀣一气,350,2,2021.11.18,九寨沟景区门票+观光车票（成人票）,人太多，秩序混乱，管理还需完善,,
ydK896141985,350,5,2021.10.16,九寨沟景区非法定节假日门票+观光车票（60岁以上老人票）,景区环境优美，设施齐全，交通便利，生活便利,,
Gcd354100366,350,4,2021.09.22,九寨沟风景区门票+观光车+沟口酒店至景区往返车(成人票）,九寨沟里面可以玩一整天，风景优美，有太阳更美，最好自备干娘和水，里面很贵,,
专业剃胎头剃胎毛,350,3,2021.06.28,九寨沟景区门票+观光车票（成人票）, ,,
匿名用户,350,5,2021.10.10,九寨沟景区门票+观光车票（成人票）,九寨沟非常的漂亮，九寨归来不看水！,,
爱你伊杨,350,5,2021.10.19,九寨沟景区非法定节假日门票+观光车票（60岁以上老人票）,这是我们第二次到九寨沟去玩，第一次去的时候是12年，是在地震之前去的，当时去的时候把整个景区都玩了一遍，这次去玩，有好多景点还在维护当中，但是有几个景点比之前去玩的时候更加漂亮和入景！个人感觉强烈！推荐去看一看,,
匿名用户,350,5,2021.08.09,九寨沟风景区门票+观光车票（学生票）,水实在是太美了。九寨归来不看水，果然名不虚传。蓝天白云，天气太棒了。就是要看每一个系，好辛苦，虽然有车坐，但是也有路和楼梯爬，一定要穿运动鞋，做好提前的准备，有一定海拔哦，作些运动后会挺累的！四季的景不同，据说最美的应该是10月份，不过7月的水真是太蓝太美了！,,
cEo25766884,350,5,2021.10.03,九寨沟景区门票+观光车票（成人票）,神奇的九寨，去了还想去，人间仙境，,,
Dxv417930734,350,5,2021.10.01,九寨沟风景区 门票+观光车票+保险票（成人票）,风景美如画，让人流连忘返不想离开！景区服务非常好，物价也合理，就是受疫情影响，提供午餐的地方不多。,,
_qq36w1410524866,350,2,2021.09.01,None,真的很一般，就瀑布和五彩池好看，260太高了，100差不多，专程过来的不建议来玩，总共的景点就是几个湖(都一样看了一个后面都一样)，还有两个瀑布还可以,,
刘运秀,350,4,2021.10.06,九寨沟风景区门票+观光车票（学生票）,总的来说非常好的一次体验，可能还有更多有趣的玩法，希望下次继续来探索地理位置好，出行都很方便，而且团购的券也很划算，推荐大家来体验！,,
cEo25766884,350,4,2021.10.03,九寨沟风景区门票+观光车票（学生票）,神奇的九寨 ，去了还想去的地方,,
匿名用户,350,3,2021.11.16,九寨沟景区门票+观光车票（成人票）,还不错，值得推荐，风景很美，有机会还会去。,,
精灵小泡芙,350,1,2021.08.01,九寨沟门票+观光车票+保险票（成人票）,美团****，现场买票259，携程也是259，你为啥卖279，你真是良心坏透了。风景还是很美的，但是真心建议不要自驾游去，这个景区太偏了，要走几百公里山路，特别累，而且景区门口的酒店和饭店也没宣传那么好，是有点坑的，景区的交通大巴车也不是很人性化，有的车没坐满就走了，有的乘客还要站着，今天抱着孩子站了一站，有点扫兴。还有就是有得海没开放。,,
请叫妞洁儿,350,1,2021.10.01,九寨沟景区门票+观光车票（成人票）,买了两张票 一张票出票失败 么有信息么有电话 到了景区进不去 打电话退票打了一个小时一直无人接听 客服也不回复么人理睬 在景区票务中心待了一个多小时都么处理好 又从新买了一张 美团服务太差 电话永远进不去 以后再也不在美团平台消费了 十分失望 很气人,,
就是个娱乐,350,5,2021.11.16,九寨沟景区门票+观光车票（成人票）,非常非常不错，九寨沟的水太美了,,
_qqs2h1438477549,350,1,2021.10.02,None,118号车的导游，态度极差，游客有权利选择自己喜欢游玩的景区，导游竟口出狂言“这个景区不玩，下面的景区都可以不用游玩了”请问九寨沟所有的景点游客都必须得全部游玩吗？九寨沟的人文素质就这样差，游客连自由选择的权利都没有了。九寨沟完全不重视中华人民公民的自由权。,,
爱迪斯坦,350,2,2021.11.08,九寨沟景区门票+观光车票（成人票）,老人家好多，建议老了再来吧。九寨沟美，但没想象中美。,,
bwN624469307,350,5,2021.09.19,九寨沟景区门票+观光车票（成人票）,九塞沟的风景真的很漂亮,,
Sja884228860,350,1,2021.10.07,九寨沟景区门票(成人票)+观光车+沟口酒店至景区往返专车,买了之后发现买错了，一张要贵40，买的时候写的好好的，可以退票，但是咨询的时候说要24小时候回复。但是，我第二天就要进景区了。工作人员也不给明确答复，真的是受气。三张票一共多付了100，结果一分不退。美团，你们是不是太坑了。,,
咋个肥事鸭,350,3,2021.10.15,九寨沟风景区 门票+观光车票+保险票（成人票）,景区特别大景区内很多个湖泊可以看，交通车点到点走路不多，可能本人四川的见惯了山水没觉得很惊艳，但总的来讲国庆近300的套票还是稍微偏贵了一点点。,,
匿名用户,350,3,2021.07.13,九寨沟景区门票+观光车票（成人票）,九寨沟环境这些就不评论了，我主要想说一下，景区诺日郎服务站餐厅的饭太难吃了，面也难吃，盖饭也难吃，贵吗就别太难吃了吧，还有那个自助贩卖机上，那个自助盒饭25元，要好难吃就有好难吃，那个鸡上面都有毛，在这里关键你想泡自带个方便面更难，没有热水(随便那个服务站都有开水，一个5A景区热水都不供应），哎！最好是带自热饭之类的,,
jiangjiang7788,350,5,2021.11.13,九寨沟景区非法定节假日门票+观光车票（60岁以上老人票）,人间天堂，名符其实,,
an910625,350,5,2021.09.15,九寨沟景区门票+观光车票（成人票）,「卧龙海」「五彩池」「珍珠滩」「珍珠滩瀑布」「诺日朗瀑布」「孔雀河道」「五花海」,,
OTn231224042,350,5,2021.10.21,九寨沟景区门票+观光车票（成人票）,「树正瀑布」「犀牛海」「老虎海」「五彩池」「熊猫海」「珍珠滩」「珍珠滩瀑布」「诺日朗瀑布」「镜海」「诺日朗群海」「五花海」「熊猫海瀑布」「黑海」【环境】优美【交通】方便,,
monkong,350,5,2021.09.12,九寨沟景区门票+观光车票（成人票）,很漂亮，人生中一定要去一次，这是大自然的馈赠,,
Nnr325604446,350,5,2021.10.05,九寨沟景区门票+观光车票（成人票）,强烈推荐 美的让人无法自拔,,
匿名用户,350,4,2021.08.01,九寨沟景区门票+观光车票（成人票）,很好的景点，不虚此行，九寨归来不看水果然名不虚传，景区里面的公交车方式也很方便从一个景点到另一个景点，发车速度很快，不用等，疫情影响吧，虽然是暑假，人不算多，上车有位置坐，不用等，排队也很快，唯一的缺点就是末班车结束的太早了，太阳还很高就结束了，不能好好玩，走出去要8公里,,
吃的瘦骨嶙峋,350,1,2021.11.12,九寨沟景区门票+观光车票（成人票）,花200多玩了个锤子，没啥意思。,,
rRN685288126,350,3,2021.11.05,九寨沟景区门票+观光车票（成人票）,景区非常大，确实得逛一天，全靠景区小巴车。很累，但是景色还行,,
ejA146720101,350,3,2021.10.05,九寨沟风景区 门票+观光车票+保险票（成人票）,风景太美，心旷神怡，下次还会来的,,
QCU940284005,350,2,2021.10.03,九寨沟景区门票+观光车票（成人票）, ,,
zerorororo,350,4,2021.08.08,九寨沟景区门票+观光车票（成人票）,非常非常好看，不过景区确实会比较累，因为真的太大了，谁都非常美！里面还有充电宝可以借，4块钱半个小时还是很不错的，诺日朗餐厅的自助餐也还不错，我觉得还是比吃泡面要来的舒服，整体感觉挺好的～果然是九寨归来不看水哇～,,
卖萌女王1986,350,4,2021.10.07,九寨沟景区门票+观光车票（成人票）,风景很美，就是国庆期间人太多了，路很多，腿很累,,
jcE263896088,350,5,2021.10.17,九寨沟风景区旺季门票+观光车（儿童/老人/学生票）,请至少当天的15点30分前购买, ,
凤恋雨,350,5,2021.10.03,九寨沟景区门票+观光车票（成人票）,人间天堂,,
Meloydy,350,5,2021.09.13,九寨沟景区门票+观光车票（成人票）,很开心的旅程,,
TXb370907729,350,5,2021.10.15,九寨沟景区门票+观光车票（成人票）,出票快，很方便，九寨沟地震重建后比以前更安全，风景也更美了，值得一看。,,
匿名用户,350,4,2021.10.08,九寨沟景区门票+观光车票（成人票）,毕竟是成熟大景点  设施设备很不错  总体建造也很好  感觉更适合航拍来看景  平视来看各个景点都大同小异  不过珍珠滩  芦苇海这些比较有特点的还是不错的,,
坚强的另一个名字,350,5,2021.08.08,九寨沟风景区门票+观光车票（学生票）, ,,
EWr383567802,350,3,2021.10.23,九寨沟景区门票+观光车票（成人票）,景色很美就是不要节假日去人太多了,,
匿名用户,350,5,2021.09.17,九寨沟景区门票+观光车票（成人票）,进沟的时候阳光明媚，山美水美，观光车和栈道结合，游览很方便，等其他季节的时候再来观赏,,
oNT282664004,350,3,2021.08.26,九寨沟风景区门票+观光车票（学生票）,第三次去了，很遗憾震后有很多美景不能去了，但仍然很美，防疫期间要一直坐一辆车，每个点控制时间，不适合已经去过的游客,,
gPP979060824,350,5,2021.09.29,九寨沟景区门票+观光车票（成人票）,九寨归来不看水，真是太漂亮了,,
匿名用户,350,4,2021.09.08,九寨沟景区门票+观光车票（成人票）,景色很美，随手一拍都是大片，也不枉费我十多个小时的车程。现在景区内人相对少一些，挺好的。,,
匿名用户,350,5,2021.10.06,九寨沟景区门票+观光车票（成人票）,设施比地震前更加完善，服务非常好，整个景区随处可见工作人员，收拾某些不自觉的游客乱扔的垃圾，制止吸烟的行为，热心回答游客的问题！为他们点赞！,,
qdF824468812,350,5,2021.11.09,九寨沟风景区门票+观光车票+沟口酒店至景区单程车票(成人票),一般,,
LAU777510592,350,5,2021.10.30,九寨沟景区门票+观光车票（成人票）,真实的景色是手机拍不出的，内部的观光车也是非常的方便，非常值得一去的地方,,
紫霞仙子张仙女,350,5,2021.07.29,九寨沟景区门票+观光车票（成人票）,非常不错…值得一来…！！很喜欢！这里的空气很好。这里的景色！水！阳光！一切都刚刚好。九寨的夏天满目绿意盎然，置身于童话般的梦幻世界，真的叫人间天堂，怀着向往已旧的激动心情来到了素有人间仙境的九寨沟，雨后的九寨更加美丽妖娆，远离了都市的喧嚣，呼吸着新鲜的气，使人倍感心旷神怡。,,
shanshui小溪,350,5,2021.10.28,九寨沟景区门票+观光车票（成人票）,不愧为5A级，景交车平稳有序，车上导游礼貌热情。水色美丽，瀑布多彩多姿。,,
匿名用户,350,3,2021.08.06,九寨沟风景区门票+观光车票+沟口酒店至景区单程车票（老年票）,现在疫情得提前购票，不提前买官方的，就买这个美团的，方便，不耽误行程，款美团外卖产品比较好，色泽比较好，而且价格优惠价格实惠，上门顾客服务周到，送快递送的及时，服务周到，好评！质量很好，希望更多的朋友信赖。店主态度特好，我会再次光顾的。,,
甘Su彭于晏,350,5,2021.07.30,九寨沟景区门票+观光车票（成人票）,梦里的云彩哦翻过了千山轻轻落在日月轮回的家园暖暖的阳光像花儿一样盛开我的梦在你的你的山下醒来怀中的琴弦哦弹奏着天籁悄悄解开恍若千年的等待清清的泉水把我的心儿灌溉你的美让我的我的真情如海,,
TBF891025147,350,4,2021.09.21,九寨沟风景区门票+观光车票（学生票）,和家人一起去玩风景非常优美，推荐给大家是一个值得去的地方。,,
皋鸣蜩月,350,2,2021.11.03,九寨沟风景区门票+观光车票+沟口酒店至景区单程车票(成人票),服务不好，路标导识不齐全，上次去了找不到路，问路也不好问。,,
EWr383567802,350,4,2021.10.23,九寨沟景区非法定节假日门票+观光车票（60岁以上老人票）,漂亮！漂亮,,
PcS489875293,350,1,2021.10.20,九寨沟至黄龙景区往返直通车(不限人群票),我们提前十二个小时退。后台不退款,,
匿名用户,350,5,2021.11.08,九寨沟风景区门票+观光车票+沟口酒店至景区单程车票（成人票）,景区真的原生态,,
小超超ai,350,1,2021.10.03,九寨沟景区门票(残疾人票)+观光车+沟口酒店至景区往返专车,在美团上面订的门票，被美团私自退了，我们一家人赶了几百公里的路结果到了美团才把票给我退了！用美团需谨慎！,,
匿名用户,350,5,2021.09.06,九寨沟景区门票+观光车票（成人票）,真的是很美，名不虚传！「犀牛海」「五彩池」「长海」「熊猫海」「箭竹海」「诺日朗群海」「孔雀河道」「五花海」「诺日朗瀑布」「老虎海」「卧龙海」,,
Nss413552052,350,3,2021.11.05,九寨沟景区门票+观光车票（成人票）,去两次了，这次是带老妈一起去的，非常开心,,
小周周咯,350,4,2021.10.07,九寨沟景区门票+观光车票（成人票）,哇，水好nan啊,,
zouhai45,350,3,2021.09.30,九寨沟景区门票+观光车票（成人票）,发此评论是投诉这辆车照片中的工作人员态度恶劣。,,
薏寶寶,350,5,2021.09.03,九寨沟风景区门票+观光车票+沟口酒店至景区单程车票（学生票）,神奇美丽的九寨沟，真是值得一去……,,
CJB1028816813,350,2,2021.10.12,九寨沟景区门票+观光车票（成人票）,昨天乘观光车时，一很胖的女的乘服员态度很不好，有乘客说:没座位了。她居然说:怕站，你就不要出来旅游，你就呆家里。我觉得她这种说法很差劲！！！！,,
iDp904133554,350,5,2021.10.28,九寨沟风景区旺季门票+观光车（成人票）,请至少当天的15点30分前购买,九寨沟灾后重建，今年全部开放，设施比以前更好，美景更加益人。,
匿名用户,350,2,2021.10.05,九寨沟景区门票+观光车票（成人票）,九寨沟是好看，中国男人真恶心。要不是怕这男的打我，我干嘛在静海这一站下车。,,
匿名用户,350,1,2021.10.08,九寨沟景区门票+观光车票（成人票）,图片视频都是加了滤镜的，风景很一般，被抖音骗去的，不值门票钱,,
西西西娅,350,5,2021.09.11,九寨沟景区门票+观光车票（成人票）,人间天上，天上人间。,,
匿名用户,350,2,2021.10.07,（法定节假日）九寨沟风景区门票（60-64岁老人票）+观光车票,美景还是美，唯一的缺点商业化太严重了，景区没有开水，开水都要买，还贵10元一份,,
杨旭晖,350,4,2021.10.30,九寨沟景区门票+观光车票（成人票）,很方便，不用取票，直接刷身份证就可进入了,,
婷子宸,350,5,2021.07.25,九寨沟风景区门票（成人票）+景区内VIP观光车,我们带了两位老人和两个孩子，所以选择VIP，很方便，车上有专门导游，每到一个景点都会讲解，车是中巴车，从景区入口处乘车，全程都是坐这一趟车，上车听导游讲解，下车去参加景点，导游留有充足的时间参观，车则在停车点等候，不用排队！景区门票带的是绿色大巴车，每个上车点都需要排队，不适合带老人与孩子！选择这个VIP节省了排队时间，在一天内可以把景点全部参观完,,
俺不想去取名a,350,1,2021.11.01,九寨沟景区门票(学生票)+观光车+沟口酒店至景区往返专车,没车接送.差评 退差价，退差价 退差价,,
有限、,350,5,2021.08.28,九寨沟景区门票+观光车票（成人票）,确实漂亮，见过最美的水景，不枉此行,,
QQn676624894,350,4,2021.08.17,九寨沟风景区门票+观光车票+沟口酒店至景区单程车票（成人票）,很不错说山清水秀的地方，这个地方决定就能代表，来这里主要就是看水，真的没去过的一定要去看看，说不出的那种漂亮，全程都有公交车免费送到每一个景点，都不用自己费力的一步一步的去走，我觉得尤其是哪几个瀑布尤为漂亮。,,
bupa啦啦,350,4,2021.10.10,九寨沟景区门票+观光车票（成人票）,不错不错。景色怡人。去长湖那一带，看到的山山水水，多重色彩糅合，能分的清数不清的颜色，原始森林的树木，赏景也很好。,,
诚然1979,350,4,2021.10.31,九寨沟景区门票+观光车票（成人票）,很好看！,,
诺森德的雪629,350,3,2021.06.07,九寨沟票(含观光车)+18:00场九寨千古情贵宾席演出成人票,九寨沟的风景很美，自然的美，美得自然，值得去看，就是一天的时间不太够，两天的话基本能全看过来，原始森林的路线只能到五花海，后面就不让进了。6月去的，还属于枯水期，上下季节海没有水，五彩池也只有一点点水。想欣赏全部美景的还是要等到丰水期再去。强烈建议景区告知游客观光车末班车发车时间，方便游客做好游览规划，长海三点多就开始驱赶游客，再后面全程被工作人员赶着走，让人非常生气。再说说千古情演出吧，呵呵，虽然有一些让人感动的点，但是没有给人特别震撼的感觉，总共四个章节，全长1小时，绝对不值这二百五六十的票价，总之奉劝想看演出的入坑需谨慎。要不是看在景色很美的份上，绝对给差评！,,
宋晞奈,350,5,2021.09.26,九寨沟景区门票+观光车票（成人票）,带女朋友去的。打卡真的出片儿。女朋友拍照真好看哈哈。,,
Joong599,350,3,2021.10.30,九寨沟风景区门票+观光车+沟口酒店至景区往返车(成人票）,【环境】风景很美【交通】停车很方便,,
匿名用户,350,2,2021.10.04,九寨沟景区门票(成人票)+观光车+沟口酒店至景区往返专车,没我想象中的好。可能是平时看到的都是滤镜，整个景区没有开水，老人喝开水都找不到喝的，问工作人员都说不知道，泡面15一碗，贵的离谱国庆节来的，穿的厚外套,,
c177陈,350,5,2021.10.30,九寨沟风景区门票（成人票）+景区内VIP观光车,一定要买VIP的车票，安排特别合理,,
匿名用户,350,5,2021.09.03,九寨沟景区门票+观光车票（成人票）,景区设施完善，坐车方便，景色十分美轮美奂～,,
混时间860,350,5,2021.11.01,九寨沟景区门票(成人票)+观光车+沟口酒店至景区专车单程接,好 非常好,,
饱满啦,350,4,2021.11.02,九寨沟风景区门票+观光车票（学生票）,好玩,,
匿名用户,350,3,2021.07.31,九寨沟景区门票+观光车票（成人票）,景区干净卫生，自然景色很美。景区观光车比较多，景区内换乘点基本不用等车。里面景点很多，树木多，比较凉快。停车场收费很宰人，早上10点左右到下午五点，收了45元停车费。（天价停车费，服务态度还不好，说的是一小时五元，也不知道怎么算的，算了九个小时的停车费）很多地方景区停车十元，这里很贵。,,
Juensen,350,3,2021.10.31,九寨沟景区门票+观光车票（成人票）,可以可以可以得意可以可以的洗了西门里,,
hDR492711694,350,5,2021.11.02,九寨沟景区门票+观光车票（成人票）,环境很不错,,
许少140816,350,4,2021.07.10,九寨沟景区门票+观光车票（成人票）,九寨沟的景真的很美，很稀有，最美的是许多海子跟五彩池，主要景色就是水，特别美的小海子，还有从上而下流淌的许多小瀑布，由于地震的关系，许多景点关闭，观赏满足感差了好多，还有随处可见的倒塌的石头跟树木，还有最美的五彩池变得好小，真的是很大的遗憾，所以推荐朋友们有时间尽快去，以后再遇到什么自然灾害的话，九寨沟的美景不知道还能不能再欣赏到了！,,
szJ518418552,350,5,2021.10.30,九寨沟景区门票+观光车票（成人票）,风景真不错  还会再来,,
wIy267966464,350,1,2021.10.04,九寨沟景区门票+观光车票（成人票）, ,,
clu743686335,350,1,2021.09.19,None,希望各位想去吃这家的考虑一下，上菜超级慢就算了，隔壁桌两个人等了40分钟多也没上菜，我们也等了40分钟左右。隔壁桌两个人最后决定不吃了换一家，还要问人收餐具费,,
小玥妈妈,350,5,2021.10.31,九寨沟景区门票+观光车票（成人票）,只能用无数个漂亮来形容！！！！,,
鳥PJ,350,5,2021.10.05,九寨沟景区门票+观光车票（成人票）,风景很好本来还觉得门票贵了，其实不算贵。里面转的景点很多，全部转完最快要两天，景区内有专用公交很方便中转，管理挺好的。,,
匿名用户,350,2,2021.10.29,九寨沟风景区门票+观光车（6岁及以下儿童）,感觉就一点水   其他啥都没有    凑合看一下,,
LAU777510592,350,5,2021.10.30,九寨沟景区门票+观光车票（成人票）,真的是去了才能一饱眼福,,
kYY958915586,350,5,2021.08.02,九寨沟风景区门票+观光车票（学生票）,风景秀丽，不枉此行。全程有景区车，去任何景点都可停靠。游玩不累，愿意走路的，也是全程林荫步道。唯一的缺点，就是景区内，休息区有点少，提供的座椅太少了。,,
欲望养恶鬼650,350,4,2021.06.16,九寨沟风景区门票+观光车票+沟口酒店至景区单程车票(成人票),进入景区就有观光车送到最高点  然后依次往下走  看完一个景点 站台也很近 等个几分钟观光车就到了  而且每一辆观光车上都有讲解员  观光车真的很多辆很多辆  不用担心等待时间久  主要是风景真的太绝了  个人极其推荐长海  在观景台上望出去  真的是视觉享受  照片是完全没有那种感觉的  冬季和春季来会比较好哟 这次是6月  冬季的感觉会更加好了  去景区内记得带上雨伞  还有薄外套就可以了  还有就是防晒霜一定一定一定要擦  我朋友脖子没擦晒红了哈哈哈  最后一张就是长海了,,
匿名用户,350,3,2021.10.28,九寨沟景区门票+观光车票（成人票）,不错，做好攻略，慢慢游玩，是个假期好去处,,
桃红的三分三粉,350,5,2021.07.07,九寨沟景区门票+观光车票（成人票）,非常值得一来的地方 俗话说 真的是九寨归来不看水 其实 在来之前 已经是在黄龙看过水了 但黄龙的水是莽撞的 九寨的水是温柔的  因为地震过后 有一些地方还在重建 但完全不影响   景区内交通也比便利 有公共汽车服务 特别提示 如果想拍出来好看的照片。建议可以在第一站下来 拍拍古寺。拍出来的照片很好看  上面的话就是 欣赏风景多一些 拍照的话  要穿一些鲜艳的裙子 或者搭配丝巾 会好看一些,,
_qqw4x1404139039,350,5,2021.09.18,九寨沟景区门票+观光车票（成人票）,果然是九寨归来不看水，天上人间，人间天上,,
匿名用户,350,5,2021.09.19,九寨沟景区门票+观光车票（成人票）,真的太美了 来一次就想要来第二次,,
baI745155434,350,3,2021.07.21,九寨沟景区门票+观光车票（成人票）,第1次到九寨沟去游玩，说实话，景色一般化吧，没有期望的那么高，嗯，但是我没去过的话还是推荐一下，带着家人和孩子父母亲人一块去的，总体来说还是不错，就是景区特别大，确实要有一个比较好的体力，当天去的时候是下着雨，嗯整个景点就珍珠滩的瀑布给人比较惊艳的感觉其他的地方还行叭。,,
QBY905681220,350,5,2021.10.20,九寨沟景区门票+观光车票（成人票）,【环境】景色超美，来过一次九寨沟，好山好水好景，还有好人,,
iYr880036936,350,5,2021.08.23,九寨沟景区门票+观光车票（成人票）, ,,
匿名用户,350,5,2021.08.11,九寨沟景区门票+观光车票（成人票）,虽然因为地震原因部分景点没开放，但整体湖水很漂亮，非常值得一去！,,
kZz699992089,350,1,2021.08.23,九寨沟景区门票+观光车票（成人票）,碰到最差服务，还要用专车，你开始上那辆车就要一下跟那辆车，一个景区给您30分钟，您们是舒服了 ，我们游客 一边拍照欣赏风景 还要看时间，干着时间回去做坐车，很多游客都是跑着回去，导游大姐跟着我们好一点，她是坐着车上，让我们算时间 ，哪个大爷司机态度恶劣，有几个游客慢几分钟他就在哪里骂车号228，我们都是第一次来 ，又不知道要走几分钟路回去， 真是那种蠢材想出来方法,,
蒋321654,350,3,2021.10.18,九寨沟景区门票+观光车票（成人票）,第二次来，但地震后还是没有以前的景色好了，天气有一定影响吧,,
匿名用户,350,3,2021.10.05,九寨沟景区门票+观光车票（成人票）,全程栈道竟然没有坐凳，休息亭内只有一根板凳，全景区内提供的温水连泡面都泡不了，景点好看，服务设施不周到,,
_qqw4x1404139039,350,5,2021.09.18,九寨沟景区门票+观光车票（成人票）,自然景观真的很美，自然的美，美的自然,,
匿名用户,350,3,2021.08.15,九寨沟景区门票(成人票)+观光车+沟口酒店至景区专车单程接,推荐时间非常充足，想放松的人来，风景没得说，太舒服了，就是里面吃的是很少的，没有过分的商业化，一定要自己带一些东西进去吃,,
诚然1979,350,4,2021.10.23,九寨沟景区非法定节假日门票+观光车票（60岁以上老人票）,景色很美，很迷人。,,
方园几里cc,350,5,2021.10.05,九寨沟风景区门票+观光车票（学生票）, ,,
搜索57m点pw,350,5,2021.10.26,None, ,,
uNq646687022,350,4,2021.09.14,九寨沟风景区门票+观光车+沟口酒店至景区往返车(成人票）,很好很周到真心很好。纯天然，没有被商业化。,,
森林2333,350,5,2021.10.23,九寨沟景区门票+观光车票（成人票）,九寨沟的美景无与伦比啊！,,
James9999999,350,5,2021.09.13,九寨沟风景区门票+观光车票（学生票）,九寨归来不看水，一辈子一定要去趟九寨沟！,,
zUo704747913,350,5,2021.10.16,九寨沟景区门票+观光车票（成人票）,看过很多风景，九寨沟值得一看，但不是很想去第二次，因为本人看风景一会儿就腻了,,
代小倩儿,350,5,2021.10.23,九寨沟景区门票+观光车票（成人票）,环境好，就是很大,,
妞妞爱吃吃,350,3,2021.10.21,九寨沟景区门票+观光车票（成人票）,风景如画！美！【环境】【交通】【项目】【餐饮】,,
冯琳越,350,5,2021.10.25,九寨沟景区门票+观光车票（成人票）,太漂亮了！,,
UYM390229304,350,5,2021.10.06,九寨沟景区门票+观光车票（成人票）,风景优美，湖水碧绿。 飞瀑洒落拂面来！鱼游云头鸟语欢，天和地觉得都连在一起了,,
WQF366753325,350,5,2021.10.03,九寨沟景区门票+观光车票（成人票）,管理很到位，国庆人虽多，但游览车不堵，厕所卫生条件好。美中不足是路边休息的座位太少了，建议改进！,,
嘉嘉的妈妈9898,350,5,2021.10.22,九寨沟景区门票+观光车票（成人票）,非常美，值得一去！,,
西塔苞米,350,2,2021.10.17,九寨沟景区门票+观光车票（成人票）,景色没有那么惊艳，还有景区太大想看完会很累很累。,,
傾世1,350,2,2021.10.21,九寨沟景区门票+观光车票（成人票）,还行吧                     少了以前的感觉 不知道哪儿不一样了,,
赵丹yangyang,350,5,2021.07.30,九寨沟景区门票+观光车票（成人票）,九寨沟真的很美，就是从成都过去要坐13小时大巴（包括堵车时间），太累了，玩一天，路上两天。但不后悔，藏餐也不错。,,
YSH。S7,350,4,2021.10.18,九寨沟景区非法定节假日门票+观光车票（60岁以上老人票）,老年人优惠这个政策还是不错的,,
wXM448820424,350,5,2021.08.02,九寨沟景区非法定节假日门票+观光车票（60岁以上老人票）,十年后第二次游九寨沟！第一次来是十月底，五彩斑斓，美不胜收。这次是夏天，绿意盎然，另是一番风韵。有人说秋天的九寨沟像浓妆艳抹的贵妇，夏天的九寨沟就像青春美少女。我认为比喻得很贴切！期待有雪的时候再来一次。,,
cFc529104447,350,5,2021.10.09,九寨沟景区门票+观光车票+景区藏族服装体验（成人票）,随便一拍就是美丽的风景 配得上5A级景区的称号，国庆期间全部景点开放，很美很美，观光车也很方便，,,
海洋之心GYJ,350,5,2021.10.18,九寨沟景区门票+观光车票（成人票）,太漂亮了，箭竹滩，珍珠滩瀑布像走进人间仙境,,
Heaven、DM,350,4,2021.07.29,九寨沟景区门票+观光车票（成人票）,第三次去九寨沟，这次带老人们看看，旅游基础设施很不错，就是原始森林和一些景点没开放，有点可惜。还是值得一游的，如果像以前一样有小摊贩的话，午饭就很容易解决了。,,
rHn749777940,350,5,2021.10.22,九寨沟景区门票+观光车票（成人票）,美，真的美拍出的照片都很好看,,
Liangyanping007,350,3,2021.10.07,九寨沟景区门票+观光车票（成人票）,九寨沟的景色是很美的，服务有点跟不上，全程排队挤大巴看美景感觉很累不方便,,
fGE108676115,350,3,2021.07.27,九寨沟景区门票+观光车票（成人票）,九寨沟在四川非常有名，可能因为太有名了，人实在太多。景点很大，每一处的水都很美很有意境。景区内有两个瀑布，其中一个还是西游记取景点，因为地震原因，有些变化。友情提醒，来九寨沟一定记得备零食干粮，景区太大，怕中午没饭吃。,,
